"CMS Certification Number (CCN)","Facility Name","Address Line 1","Address Line 2","City","State","Zip Code","County Name","PhoneNumber","CMS Region","Ownership Type","Certification Date"
"351506","CHI HEALTH AT HOME","1212 E MAIN AVE","","BISMARCK","ND","58501","Burleigh","(701) 530-4500","8","Non-Profit","05/28/1991"
"351507","CHI HEALTH AT HOME","986 2ND AVE W","","DICKINSON","ND","58601","Stark","(701) 456-4378","8","Non-Profit","12/04/1991"
"351509","HEART OF AMERICA HOSPICE","800 MAIN AVE S","","RUGBY","ND","58368","Pierce","(701) 776-5261","8","For-Profit","12/01/1993"
"351510","JAMESTOWN REGIONAL MEDICAL CENTER HOSPICE","2422 20TH ST SW","","JAMESTOWN","ND","58401","Stutsman","(701) 952-4847","8","Non-Profit","07/26/1995"
"351511","CHI HEALTH AT HOME","367 2ND ST SW","","VALLEY CITY","ND","58072","Barnes","(855) 860-3464","8","Non-Profit","10/17/1995"
"351512","SAKAKAWEA MEDICAL CENTER HOSPICE","903 SUNRISE DRIVE","","HAZEN","ND","58545","Mercer","(701) 748-7380","8","Non-Profit","04/02/1996"
"351517","ETHOS HOSPICE","3361 45TH STREET SOUTH","","FARGO","ND","58104","Cass","(701) 356-3803","8","For-Profit","04/24/2018"
"351518","CARINGEDGE HOSPICE OF MINOT","800 16TH AVENUE SE","","MINOT","ND","58701","Ward","(701) 240-9834","8","For-Profit","04/03/2019"
"361501","HOSPICE OF DAYTON","324 WILMINGTON AVENUE","","DAYTON","OH","45420","Montgomery","(937) 256-4490","5","Non-Profit","03/20/1984"
"361502","HOSPICE OF NORTHWEST OHIO","30000 E RIVER ROAD","","PERRYSBURG","OH","43551","Wood","(419) 661-4001","5","Non-Profit","03/19/1984"
"361503","HOSPICE OF THE WESTERN RESERVE, INC","17876 ST CLAIR AVENUE","","CLEVELAND","OH","44110","Cuyahoga","(216) 383-2222","5","Non-Profit","04/06/1984"
"361504","FAIRHOPE HOSPICE & PALLIATIVE CARE, INC","282 SELLS ROAD","","LANCASTER","OH","43130","Fairfield","(740) 654-7077","5","Non-Profit","12/11/1984"
"361505","BRIDGE HOME HEALTH AND HOSPICE","15100 BIRCHAVEN LANE","","FINDLAY","OH","45840","Hancock","(419) 423-5351","5","Non-Profit","01/07/1985"
"361507","HOSPICE - THE CARING WAY","1159 WESTWOOD DRIVE","","VAN WERT","OH","45891","Van Wert","(419) 238-9223","5","Non-Profit","04/16/1985"
"361510","COMMUNITY HOSPICE CARE","181 EAST PERRY STREET","","TIFFIN","OH","44883","Seneca","(419) 447-4040","5","Non-Profit","06/12/1985"
"361511","HOSPICE OF GUERNSEY, INC","9711 EAST PIKE ROAD","","CAMBRIDGE","OH","43725","Guernsey","(740) 432-7440","5","Non-Profit","11/08/1985"
"361514","OHIOHEALTH HOSPICE","800 MCCONNELL DRIVE","","COLUMBUS","OH","43214","Franklin","(614) 566-5377","5","Non-Profit","06/10/1986"
"361516","OHIOHEALTH HOSPICE","444 WEST UNION STREET, SUITE C","","ATHENS","OH","45701","Athens","(740) 331-7040","5","Non-Profit","07/26/1986"
"361520","MOUNT CARMEL HOSPICE","1144 DUBLIN ROAD","","COLUMBUS","OH","43215","Franklin","(614) 234-0200","5","Non-Profit","08/19/1987"
"361521","GENESIS HOSPICE AND PALLIATIVE CARE","713 FOREST AVENUE","","ZANESVILLE","OH","43701","Muskingum","(740) 454-5364","5","Other","06/01/1987"
"361522","VALLEY HOSPICE INC","10686 STATE ROUTE 150","","RAYLAND","OH","43943","Jefferson","(740) 859-5650","5","Non-Profit","07/23/1987"
"361523","WILSON HOSPICE CARE","1083 FAIRINGTON DRIVE","","SIDNEY","OH","45365","Shelby","(937) 498-9335","5","Non-Profit","12/28/1987"
"361525","HOSPICE OF CENTRAL OHIO","2269 CHERRY VALLEY ROAD","","NEWARK","OH","43055","Licking","(740) 344-0311","5","Non-Profit","01/22/1988"
"361527","HOSPICE-THE CARING WAY OF WILLIAMS AND FULTON COUN","230 WESTFIELD DRIVE","","ARCHBOLD","OH","43502","Fulton","(419) 445-5128","5","Non-Profit","07/10/1988"
"361528","COMMUNITY HOSPICE","716 COMMERCIAL AVENUE SW","","NEW PHILADELPHIA","OH","44663","Tuscarawas","(330) 343-7605","5","Non-Profit","06/15/1988"
"361529","STATE OF THE HEART CARE","1350 NORTH BROADWAY","","GREENVILLE","OH","45331","Darke","(937) 548-2999","5","Non-Profit","06/09/1988"
"361530","SOUTHWEST HOSPICE SERVICES","18659 DRAKE ROAD","","STRONGSVILLE","OH","44136","Cuyahoga","(440) 816-4039","5","Non-Profit","08/30/1988"
"361531","HOSPICE OF CINCINNATI, INC","4310 COOPER ROAD","","CINCINNATI","OH","45242","Hamilton","(513) 891-7700","5","Non-Profit","08/23/1988"
"361534","MERCY MEDICAL CENTER HOME HEALTH & HOSPICE LLC","4369 WHIPPLE AVENUE NW","","CANTON","OH","44718","Stark","(234) 203-3223","5","For-Profit","12/28/1989"
"361535","HOSPICE OF WYANDOT COUNTY INC","105 HOUPT DRIVE, SUITE C","","UPPER SANDUSKY","OH","43351","Wyandot","(419) 294-5787","5","Non-Profit","04/19/1989"
"361537","MADISON COUNTY HOME HEALTH HOSPICE","212 NORTH MAIN STREET","","LONDON","OH","43140","Madison","(740) 845-7550","5","Non-Profit","05/23/1989"
"361538","HOSPICE OF THE VALLEY, INC","5190 MARKET STREET","","YOUNGSTOWN","OH","44512","Mahoning","(330) 788-1992","5","Non-Profit","06/29/1989"
"361539","HOSPICE OF MEDINA COUNTY","5075 WINDFALL ROAD","","MEDINA","OH","44256","Medina","(330) 722-4771","5","For-Profit","09/01/1989"
"361540","HOSPICE OF NORTH CENTRAL OHIO, INC","1050 DAUCH DRIVE","","ASHLAND","OH","44805","Ashland","(419) 281-7107","5","Non-Profit","08/29/1989"
"361542","STEIN HOSPICE SERVICES, INC","1200 SYCAMORE LINE","","SANDUSKY","OH","44870","Erie","(419) 625-5269","5","Non-Profit","01/31/1990"
"361543","MERCY HEALTH - HOSPICE LIMA","959 WEST NORTH STREET","","LIMA","OH","45805","Allen","(419) 226-9064","5","Non-Profit","03/13/1990"
"361544","LIFECARE HOSPICE","1900 AKRON ROAD","","WOOSTER","OH","44691","Wayne","(330) 264-4899","5","Non-Profit","05/14/1990"
"361545","SOMC HOSPICE","2201 25TH STREET","","PORTSMOUTH","OH","45662","Scioto","(740) 356-2567","5","Non-Profit","06/01/1990"
"361546","HOMECARE MATTERS HOME HEALTH & HOSPICE","1220 NORTH MARKET STREET","","GALION","OH","44833","Crawford","(419) 468-7985","5","Non-Profit","07/05/1990"
"361547","VISTING NURSE ASSOCIATION OF CLEVELAND HOSPICE","2500 EAST 22ND STREET","","CLEVELAND","OH","44115","Cuyahoga","(216) 696-4357","5","Non-Profit","07/06/1990"
"361548","HOSPICE OF MIAMI COUNTY INC","550 SUMMIT AVENUE","","TROY","OH","45373","Miami","(937) 335-5191","5","Non-Profit","08/16/1990"
"361549","UH HOSPICE","7007 POWERS BOULEVARD","","PARMA","OH","44129","Cuyahoga","(216) 765-2747","5","For-Profit","09/28/1990"
"361550","CARE AT HOME BY GREEN HILLS, LLC","701 SOUTH MAIN STREET","","BELLEFONTAINE","OH","43311","Logan","(937) 593-1605","5","Non-Profit","10/16/1990"
"361552","HOSPICE OF VISITING NURSE SERVICE","3358 RIDGEWOOD ROAD","","AKRON","OH","44333","Summit","(330) 665-1455","5","Non-Profit","01/16/1991"
"361553","HOSPICE OF FAYETTE COUNTY INC","222 NORTH OAKLAND AVENUE","","WASHINGTON CH","OH","43160","Fayette","(740) 335-0149","5","Non-Profit","03/14/1991"
"361554","CLEVELAND CLINIC HOSPICE","6801 BRECKSVILLE ROAD, SUITE 10","","INDEPENDENCE","OH","44131","Cuyahoga","(216) 444-9819","5","Non-Profit","02/15/1991"
"361556","AULTMAN HOSPICE","2821 WOODLAWN AVENUE NW","","CANTON","OH","44708","Stark","(330) 479-7450","5","Other","09/11/1991"
"361558","VINNEY HOSPICE AND PALLIATIVE CARE OF MONTEFIORE","ONE DAVID N MYERS PARKWAY","","BEACHWOOD","OH","44122","Cuyahoga","(216) 910-2200","5","Non-Profit","04/17/1992"
"361560","HEARTLAND HOSPICE SERVICES","3960 RED BANK ROAD, SUITE 140","","CINCINNATI","OH","45227","Hamilton","(513) 831-5800","5","For-Profit","10/06/1992"
"361561","BERGER HOSPICE","610 NORTHRIDGE ROAD","","CIRCLEVILLE","OH","43113","Pickaway","(740) 420-7950","5","Government","10/01/1992"
"361562","VITAS HEALTHCARE CORPORATION OF OHIO","11500 NORTHLAKE DRIVE, SUITE 400","","CINCINNATI","OH","45249","Hamilton","(513) 742-6310","5","For-Profit","02/10/1993"
"361563","MERCY HEALTH-NEW LIFE HOSPICE","3500 KOLBE ROAD","","LORAIN","OH","44053","Lorain","(440) 960-4900","5","Non-Profit","05/04/1993"
"361568","LOVING CARE HOSPICE AND HOME HEALTH","56 SOUTH OAK STREET","","LONDON","OH","43140","Madison","(740) 852-7755","5","Non-Profit","09/05/1993"
"361570","HOSPICE OF MORROW COUNTY, INC","228 SOUTH STREET","","MOUNT GILEAD","OH","43338","Morrow","(419) 946-9822","5","For-Profit","11/05/1993"
"361573","KINDRED HOSPICE II","540 OFFICENTER PLACE, SUITE 100","","GAHANNA","OH","43230","Franklin","(614) 414-0500","5","For-Profit","02/16/1994"
"361578","HOSPICE OF HENRY COUNTY","1843 OAKWOOD AVENUE","","NAPOLEON","OH","43545","Henry","(419) 599-5612","5","Government","07/18/1994"
"361580","HOLZER MEDICAL CENTER HOSPICE","100 JACKSON PIKE","","GALLIPOLIS","OH","45631","Gallia","(740) 446-5074","5","Non-Profit","12/16/1994"
"361582","PROMEDICA HOSPICE","5855 MONROE STREET","","SYLVANIA","OH","43560","Lucas","(419) 824-7400","5","Non-Profit","12/13/1994"
"361583","HOSPICE OF HOPE - OHIO VALLEY","215 HUGHES BLVD","","MOUNT ORAB","OH","45154","Brown","(937) 444-4900","5","For-Profit","01/19/1995"
"361584","HEARTLAND HOME HEALTH CARE AND HOSPICE","4807 ROCKSIDE ROAD, SUITE 110","","INDEPENDENCE","OH","44131","Cuyahoga","(216) 520-0765","5","For-Profit","03/07/1995"
"361587","NATIONWIDE CHILDREN'S HOSPITAL - HOSPICE","255 EAST MAIN STREET","","COLUMBUS","OH","43215","Franklin","(614) 355-1100","5","Non-Profit","05/16/1995"
"361588","ALLIANCE HOSPICE","2461 WEST STATE STREET, SUITE E","","ALLIANCE","OH","44601","Stark","(330) 596-7480","5","Non-Profit","08/15/1995"
"361589","HEARTLAND HOME HEALTH CARE & HOSPICE","580 LINCOLN PARK BLVD, SUITE 320","","KETTERING","OH","45429","Montgomery","(937) 299-6980","5","For-Profit","09/13/1995"
"361591","ADENA HOSPICE","2077 WESTERN AVENUE","","CHILLICOTHE","OH","45601","Ross","(740) 779-4663","5","Non-Profit","06/11/1996"
"361594","PUTNAM COUNTY HOSPICE","575 O-G ROAD","","OTTAWA","OH","45875","Putnam","(419) 523-4449","5","Government","11/22/1996"
"361595","HEARTLAND HOME HEALTH CARE & HOSPICE","905-907 WEST STATE STREET","","FREMONT","OH","43420","Sandusky","(419) 355-9209","5","For-Profit","10/01/1996"
"361598","COMPASSUS - GREATER OHIO","6000 LOMBARDO CENTRE, SUITE 140","","SEVEN HILLS","OH","44131","Cuyahoga","(440) 899-7659","5","For-Profit","12/03/1996"
"361601","STARSHINE HOSPICE OF CHILDRENS HOSPITAL","660 LINCOLN AVENUE","","CINCINNATI","OH","45206","Hamilton","(513) 636-4663","5","Non-Profit","04/01/1997"
"361602","HARBOR LIGHT HOSPICE","677 H ALPHA DRIVE","","HIGHLAND HEIGHTS","OH","44143","Cuyahoga","(440) 386-2500","5","For-Profit","05/14/1997"
"361604","HOSPICE OF CARE CORP II","831 SOUTH STREET","","CHARDON","OH","44024","Geauga","(440) 286-2273","5","For-Profit","06/19/1997"
"361607","MVI HOSPICECARE","4891 BELMONT AVENUE","","YOUNGSTOWN","OH","44505","Mahoning","(330) 759-9487","5","For-Profit","04/20/1999"
"361608","SUMMA HOSPICE","1077 GORGE BLVD","","AKRON","OH","44310","Summit","(234) 200-1210","5","Other","07/01/1999"
"361610","HEARTLAND HOME HEALTH CARE & HOSPICE","205 NORTH STREET","","LUCASVILLE","OH","45648","Scioto","(740) 259-0281","5","For-Profit","02/29/2000"
"361612","ZUSMAN COMMUNITY HOSPICE","1151 COLLEGE AVENUE","","COLUMBUS","OH","43209","Franklin","(614) 559-0350","5","Non-Profit","07/10/2002"
"361614","CROSSROADS HOSPICE OF CINCINNATI, LLC","4380 GLENDALE MILFORD ROAD","","CINCINNATI","OH","45242","Hamilton","(513) 793-5070","5","Non-Profit","08/21/2003"
"361617","SOUTHERN CARE YOUNGSTOWN","5401 ASHLEY CIRCLE, SUITE E","","AUSTINTOWN","OH","44515","Mahoning","(330) 797-8940","5","For-Profit","03/31/2004"
"361620","HEARTLAND HOME HEALTH CARE & HOSPICE","6500 BUSCH BLVD, SUITE 210","","COLUMBUS","OH","43229","Franklin","(614) 840-9856","5","For-Profit","11/23/2004"
"361621","GRACE HOSPICE OF OHIO","355 EAST CAMPUS VIEW BLVD, SUITE 270","","COLUMBUS","OH","43235","Franklin","(614) 847-3650","5","For-Profit","02/08/2005"
"361622","OHI HOSPICE, INC","7575 PARAGON ROAD","","DAYTON","OH","45459","Montgomery","(937) 684-2802","5","Non-Profit","03/30/2005"
"361625","CROSSROADS HOSPICE OF NORTHEAST OHIO, LLC","3743 BOETTLER OAKS DRIVE, SUITE E","","UNIONTOWN","OH","44685","Stark","(330) 899-9100","5","For-Profit","09/27/2005"
"361626","HOSPICE CARE OF MIDDLETOWN INC","3909 CENTRAL AVENUE","","MIDDLETOWN","OH","45044","Butler","(513) 424-2273","5","Non-Profit","10/27/2005"
"361627","HOSPICE OF SOUTHWEST OHIO, INC","7625 CAMARGO ROAD, SUITE 200","","CINCINNATI","OH","45243","Hamilton","(513) 770-0820","5","For-Profit","12/30/2005"
"361629","NATIONAL CHURCH RESIDENCES HOME AND COMMUNITY SERV","681 EAST THIRD STREET","","WAVERLY","OH","45690","Pike","(740) 947-3010","5","Non-Profit","03/29/2006"
"361630","CHARITY HOSPICE, INC","500 LURAY DRIVE","","WINTERSVILLE","OH","43953","Jefferson","(740) 264-2280","5","Non-Profit","08/22/2006"
"361631","HOLY FAMILY HOSPICE","6707 STATE ROAD","","PARMA","OH","44134","Cuyahoga","(440) 888-7722","5","Non-Profit","08/17/2006"
"361632","SENIOR INDEPENDENCE","2740 AIROPORT DRIVE, SUITE 140","","COLUMBUS","OH","43219","Franklin","(614) 433-0031","5","Non-Profit","12/27/2006"
"361633","COMPASSUS - WESTERN OHIO","11311 CORNELLPARK DRIVE, SUITE 200","","BLUE ASH","OH","45242","Hamilton","(513) 619-3700","5","For-Profit","01/04/2007"
"361634","GREAT LAKES CARING, A PART OF THE ELARA CARING NET","1530 WEST MARKET STREET","","AKRON","OH","44313","Summit","(880) 260-9835","5","For-Profit","12/28/2006"
"361635","KINDRED HOSPICE","112 HARCOURT ROAD, SUITE 3","","MOUNT VERNON","OH","43050","Knox","(740) 263-2248","5","For-Profit","01/31/2007"
"361636","GRAND LAKE HOSPICE","1122 EAST SPRING STREET","","SAINT MARYS","OH","45885","Auglaize","(419) 394-7434","5","Non-Profit","05/23/2007"
"361637","PLEASANT VALLEY HOSPICE","392 SILVER BRIDGE PLAZA, SUITE B","","GALLIPOLIS","OH","45631","Gallia","(740) 208-5582","5","Non-Profit","06/26/2007"
"361640","NATIONAL CHURCH RESIDENCES H&C SERVICES CENTRAL OH","2245 NORTH BANK DRIVE","","COLUMBUS","OH","43220","Franklin","(614) 273-3527","5","Non-Profit","11/15/2007"
"361642","MENORAH PARK CENTER FOR SENIOR LIVING","27100 CEDAR ROAD","","BEACHWOOD","OH","44122","Cuyahoga","(216) 831-6500","5","For-Profit","03/27/2008"
"361644","CONTINUUM CARE HOSPICE","12380 PLAZA DRIVE, SUITE 102","","PARMA","OH","44130","Cuyahoga","(216) 898-8444","5","For-Profit","09/23/2008"
"361645","GENERATION HOSPICE, LLC","1435A WEST MAIN STREET","","NEWARK","OH","43055","Licking","(740) 348-1399","5","For-Profit","10/24/2008"
"361646","BELLA CARE HOSPICE","110 POLARIS PKWY, SUITE 302","","WESTERVILLE","OH","43082","Delaware","(614) 473-0044","5","For-Profit","02/25/2009"
"361647","HOSPICE OF THE MIAMI VALLEY","46 NORTH DETROIT STREET, SUITE B","","XENIA","OH","45385","Greene","(937) 458-6028","5","For-Profit","08/31/2009"
"361648","STONERISE AT HOME","68150 BAYBERRY DRIVE","","SAINT CLAIRSVILLE","OH","43950","Belmont","(740) 699-2300","5","For-Profit","09/25/2009"
"361649","HOSPICE OF HUNTINGTON IN OHIO","1408 CAMPBELL DRIVE, SUITE C-200","","IRONTON","OH","45638","Lawrence","(740) 894-0013","5","Other","03/19/2010"
"361650","MARIETTA HOME HEALTH & HOSPICE,AN AMEDISYS PARTNER","450 PIKE STREET, SUITE I-1","","MARIETTA","OH","45750","Washington","(740) 374-9100","5","For-Profit","04/08/2010"
"361651","ASHANTI HOSPICE AND PALLIATIVE CARE","4020 INDIAN ROAD, SUITE A","","TOLEDO","OH","43606","Lucas","(419) 724-1047","5","Other","06/22/2010"
"361652","AMEDISYS HOSPICE","52171 NATIONAL ROAD EAST, SUITE 1","","SAINT CLAIRSVILLE","OH","43950","Belmont","(740) 526-0970","5","For-Profit","06/01/2010"
"361653","COMMUNITY HOSPICE OF SOUTHERN OHIO","2029 SOUTH THIRD STREET","","IRONTON","OH","45638","Lawrence","(740) 532-8841","5","Non-Profit","06/02/2010"
"361654","CROSSROADS HOSPICE OF DAYTON, LLC","8069 WASHINGTON VILLAGE DRIVE","","DAYTON","OH","45458","Montgomery","(937) 312-3170","5","For-Profit","05/26/2010"
"361655","VILLAGE HOME HEALTH AND HOSPICE","11275 SPRINGFIELD PIKE","","CINCINNATI","OH","45246","Hamilton","(513) 782-2546","5","Other","05/05/2011"
"361656","CROSSROADS HOSPICE OF CLEVELAND, LLC","9775 ROCKSIDE ROAD, SUITE 270","","VALLEY VIEW","OH","44125","Cuyahoga","(216) 654-9300","5","Other","02/16/2011"
"361657","INCARE HOSPICE, NORTHERN OHIO","207 PORTAGE TRAIL EXT W, SUITE 100","","CUYAHOGA FALLS","OH","44223","Summit","(330) 335-9999","5","For-Profit","01/27/2012"
"361658","BROOKDALE HOSPICE CLEVELAND","3380 BRECKSVILLE ROAD, SUITE 101","","RICHFIELD","OH","44286","Summit","(440) 892-6212","5","For-Profit","07/20/2011"
"361659","VIAQUEST HOSPICE, LLC","171 MOREY DRIVE","","MARYSVILLE","OH","43040","Union","(614) 339-8436","5","For-Profit","03/01/2012"
"361660","VIAQUEST HOSPICE, LLC","10296 SPRINGFIELD PIKE, SUITE 500","","CINCINNATI","OH","45215","Hamilton","(888) 598-7388","5","For-Profit","03/05/2012"
"361662","ALL CARING HOSPICE LLC","6715 TIPPECANOE ROAD","","CANFIELD","OH","44406","Mahoning","(330) 286-3435","5","Other","03/22/2012"
"361664","QUEEN CITY HOSPICE AND PALLIATIVE CARE","4605 DUKE DRIVE, SUITE 220","","MASON","OH","45040","Warren","(513) 510-4406","5","For-Profit","08/28/2012"
"361665","WESLEY HOSPICE, LLC","124 B DORCHESTER SQUARE, SUITE 200","","WESTERVILLE","OH","43081","Delaware","(614) 451-6700","5","Other","08/01/2012"
"361666","O'NEILL HEALTHCARE - HOSPICE","605 BRADLEY ROAD","","BAY VILLAGE","OH","44140","Cuyahoga","(440) 328-8141","5","For-Profit","10/26/2012"
"361668","HOSPICE OF KIMES LLC","64 KIMES LANE","","ATHENS","OH","45701","Athens","(740) 249-4399","5","For-Profit","01/10/2013"
"361669","COMPASSIONATE CARE HOSPICE OF OHIO LLC","300 NORTH CLEVELAND MASSILLON RD, STE 103","","AKRON","OH","44333","Summit","(330) 666-5242","5","Other","09/12/2012"
"361670","CARING HOSPICE SERVICES OF OHIO, LLC","4700 ROCKSIDE ROAD  SUITE 435","","INDEPENDENCE","OH","44131","Cuyahoga","(216) 524-5500","5","Other","05/15/2013"
"361671","MCGREGOR HOSPICE","14900 PRIVATE DRIVE","","CLEVELAND","OH","44112","Cuyahoga","(216) 851-8200","5","Non-Profit","05/23/2013"
"361672","BROOKDALE HOSPICE DAYTON","2621 DRYDEN ROAD, SUITE 204","","MORAINE","OH","45439","Montgomery","(937) 429-3677","5","For-Profit","05/06/2013"
"361673","GUARDIAN ANGEL HOME CARE HOSPICE SERVICES INC","2641 SOUTH ARLINGTON ROAD","","AKRON","OH","44319","Summit","(330) 752-0141","5","For-Profit","08/20/2013"
"361674","SPRENGER HOSPICE INC","3905 OBERLIN AVENUE","","LORAIN","OH","44053","Lorain","(330) 486-6092","5","For-Profit","09/04/2013"
"361676","ASANA HOSPICE AND PALLIATIVE CARE","885 WEST BAGLEY ROAD","","BEREA","OH","44017","Cuyahoga","(440) 835-2220","5","For-Profit","11/26/2013"
"361677","OTTERBEIN HOSPICE LLC","696 NORTH STATE ROUTE 741","","LEBANON","OH","45036","Warren","(513) 696-8540","5","For-Profit","12/04/2013"
"361678","UNIVERSITY HOSPITALS HOSPICE","4510 RICHMOND ROAD","","WARRENSVILLE HEIGHTS","OH","44128","Cuyahoga","(216) 765-2747","5","For-Profit","01/11/2014"
"361679","KINDRED HOSPICE","4401 ROCKSIDE RD, SUITE 214","","INDEPENDENCE","OH","44131","Cuyahoga","(216) 642-1297","5","For-Profit","03/18/2014"
"361680","HARMONY HOSPICE CARE","3535 LEE RD","","SHAKER HEIGHTS","OH","44120","Cuyahoga","(216) 663-8188","5","For-Profit","02/24/2014"
"361681","BROOKDALE HOSPICE COLUMBUS","450 ALKYRE DRIVE, SUITE 250","","WESTERVILLE","OH","43082","Delaware","(614) 210-1150","5","For-Profit","04/14/2014"
"361682","JUDSON HOSPICE","2181 AMBLESIDE DRIVE","","CLEVELAND","OH","44106","Cuyahoga","(216) 791-7057","5","Non-Profit","07/10/2014"
"361683","ABSOLUTE HOSPICE INC","339 EAST MAPLE STREET, SUITE 115","","NORTH CANTON","OH","44720","Stark","(330) 498-8075","5","For-Profit","08/28/2014"
"361684","INTERIM HEALTHCARE HOSPICE OF COSHOCTON","499 SOUTH 2ND STREET","","COSHOCTON","OH","43812","Coshocton","(740) 623-2331","5","For-Profit","10/17/2014"
"361685","CLEARPATH HOSPICE LLC","475 WOLF LEDGES PARKWAY","","AKRON","OH","44311","Summit","(330) 784-2162","5","Other","08/25/2014"
"361686","CYPRESS HOSPICE LLC","2 BEREA COMMONS, SUITE 1","","BEREA","OH","44017","Cuyahoga","(855) 324-9889","5","For-Profit","03/24/2015"
"361687","CHS HOSPICE & PALLIATIVE CARE SERVICES LLC","856 SOUTH  RIVERSIDE DRIVE SUITE 101","","MC CONNELSVILLE","OH","43756","Morgan","(740) 281-2243","5","For-Profit","04/28/2015"
"361688","GARDENS OF WESTERN RESERVE HOSPICE","3792 STATE ROAD","","CUYAHOGA FALLS","OH","44223","Summit","(216) 916-1110","5","For-Profit","08/10/2015"
"361689","VNA HOSPICE CARE","1 EAST CAMPUS VIEW BLVD SUITE 230","","COLUMBUS","OH","43213","Franklin","(513) 345-8010","5","Non-Profit","07/20/2015"
"361690","MIDWEST HOSPICE INC","10925 REED HARTMAN HWY SUITE 312","","BLUE ASH","OH","45242","Hamilton","(513) 791-9378","5","For-Profit","12/17/2015"
"361691","SERENITY HOSPICE","4491 DARROW ROAD, SUITE 1","","STOW","OH","44224","Summit","(330) 686-9900","5","For-Profit","02/17/2016"
"361692","JENNINGS HOSPICE, LAUREL LAKE HOSPICE, COMFORT & C","10204 GRANGER ROAD","","GARFIELD HEIGHTS","OH","44125","Cuyahoga","(216) 472-2684","5","Non-Profit","07/08/2016"
"361693","CAPITAL HEALTH HOSPICE","275 REGENCY RIDGE DRIVE","","DAYTON","OH","45459","Montgomery","(937) 279-0641","5","For-Profit","12/06/2016"
"361694","SIGNAL HOSPICE OH","6133 ROCKSIDE ROAD SUITE 101","","INDEPENDENCE","OH","44131","Cuyahoga","(216) 455-0635","5","For-Profit","12/14/2016"
"361695","OHIO LIVING HOSPICE - GREATER AKRON","83 N MILLER RD, SUITE 101","","FAIRLAWN","OH","44333","Summit","(330) 873-3468","5","Non-Profit","11/07/2016"
"361696","OHIO LIVING HOSPICE - GREATER YOUNGSTOWN","6715 TIPPECANOE ROAD BUILDING E SUITE 201","","CANFIELD","OH","44406","Mahoning","(330) 533-4350","5","Non-Profit","10/25/2016"
"361697","OHIO LIVING HOSPICE - GREATER TOLEDO","1730 SOUTH REYNOLDS ROAD","","TOLEDO","OH","43614","Lucas","(419) 865-1499","5","Non-Profit","09/07/2016"
"361698","OHIO LIVING HOSPICE - GREATER CLEVELAND","38879 MENTOR AVENUE SUITE A","","WILLOUGHBY","OH","44094","Lake","(440) 953-1256","5","Non-Profit","09/23/2016"
"361699","SHRIVERS HOMETOWN HOSPICE","48 NORTH 4TH STREET","","ZANESVILLE","OH","43701","Muskingum","(740) 487-1241","5","For-Profit","08/12/2017"
"361700","INTERIM HEALTHCARE HOSPICE OF LIMA","3745 SHAWNEE ROAD SUITE 108","","LIMA","OH","45806","Allen","(419) 228-2535","5","For-Profit","09/19/2017"
"361701","GRACE HOSPICE","7206 MARKET STREET SUITE B","","YOUNGSTOWN","OH","44512","Mahoning","(330) 729-2924","5","For-Profit","11/16/2017"
"361702","GRACE HOSPICE","4850 SMITH ROAD SUITE 100C","","CINCINNATI","OH","45212","Hamilton","(513) 458-5545","5","For-Profit","01/08/2018"
"361703","GRACE HOSPICE","16600 WEST SPRAGUE ROAD SUITE 35","","MIDDLEBURG HEIGHTS","OH","44130","Cuyahoga","(440) 826-0350","5","For-Profit","02/10/2018"
"361704","AVALON HOSPICE","3085 WOODMAN DRIVE SUITE 210","","DAYTON","OH","45420","Montgomery","(937) 684-9588","5","For-Profit","03/09/2018"
"361705","NIVALIS HOSPICE","837 CROCKER ROAD","","WESTLAKE","OH","44145","Cuyahoga","(440) 462-2600","5","For-Profit","07/16/2018"
"361706","ALL CARING HOSPICE","8857 CINCINNATI-DAYTON ROAD SUITE 101","","WEST CHESTER","OH","45069","Butler","(513) 755-0232","5","For-Profit","12/21/2018"
"361707","AKESO HOME HOSPICE INC","3000 BELMONT AVENUE","","YOUNGSTOWN","OH","44505","Mahoning","(330) 759-3903","5","For-Profit","06/13/2019"
"371500","KARMAN LEGACY HOSPICE","1311 SOUTH WESTERN ROAD","","STILLWATER","OK","74074","Payne","(405) 377-8012","6","Government","01/16/1985"
"371501","HOSPICE CIRCLE OF LOVE","314 SOUTH THIRD STREET","","ENID","OK","73701","Garfield","(580) 234-2273","6","Other","04/08/1986"
"371503","SAINT FRANCIS HOSPICE","6600 SOUTH YALE, SUITE 350","","TULSA","OK","74136","Tulsa","(918) 494-6465","6","For-Profit","04/29/1987"
"371505","HOSPICE OF GREEN COUNTRY, INC","1120 SOUTH BOSTON AVE,","","TULSA","OK","74119","Tulsa","(918) 747-2273","6","Non-Profit","04/07/1988"
"371506","ST JOHN HOSPICE","4720 S HARVARD, STE 202","","TULSA","OK","74135","Tulsa","(918) 747-7901","6","For-Profit","07/14/1988"
"371509","MERCY HOSPICE","4401 W MEMORIAL ROAD, SUITE 116","","OKLAHOMA CITY","OK","73120","Oklahoma","(405) 486-8600","6","Non-Profit","03/20/1990"
"371510","RUSSELL-MURRAY HOSPICE, INC","2001 PARK VIEW DRIVE","","EL RENO","OK","73036","Canadian","(405) 262-3088","6","Other","06/18/1990"
