Year,National,State,State FIPS Code,Beneficiaries with Part A and Part B,FFS Beneficiaries,MA Beneficiaries,MA Participation Rate,Average Age,Percent Female,Percent Male,Percent Non-Hispanic White,Percent African American,Percent Hispanic,Percent Other/Unknown,Percent Eligible for Medicaid,Total Standardized Costs,Standardized Per Capita Costs,IP Standardized Costs as % of Total Standardized Costs,IP Per Capita Standardized Costs,IP Per User Standardized Costs,% of Beneficiaries Using IP,IP Covered Stays Per 1000 Beneficiaries,IP Covered Days Per 1000 Beneficiaries,Number of Acute Hospital Readmissions,Hospital Readmission Rate,Emergency Department Visits,Emergency Department Visits per 1000 Beneficiaries,% of Beneficiaries with an ED Visit,OP Standardized Costs as % of Total Standardized Costs,OP Per Capita Standardized Costs,OP Per User Standardized Costs,# OP Users,% of Beneficiaries Using OP,OP Visits Per 1000 Beneficiaries,ASC Standardized Costs as % of Total Standardized Costs,ASC Per Capita Standardized Costs,ASC Per User Standardized Costs,# ASC Users,% of Beneficiaries Using ASC,ASC Events Per 1000 Beneficiaries,PAC: SNF Standardized Costs,PAC: SNF Standardized Costs as % of Total Standardized Costs,PAC: SNF Per Capita Standardized Costs,PAC: SNF Per User Standardized Costs,# PAC: SNF Users (with a covered stay),% of Beneficiaries Using PAC: SNF,PAC: SNF Covered Stays Per 1000 Beneficiaries,PAC: SNF Covered Days Per 1000 Beneficiaries,PAC: IRF Standardized Costs,PAC: IRF Standardized Costs as % of Total Standardized Costs,PAC: IRF Per Capita Standardized Costs,PAC: IRF Per User Standardized Costs,# PAC: IRF Users (with a covered stay),% of Beneficiaries Using PAC: IRF,PAC: IRF Covered Stays Per 1000 Beneficiaries,PAC: LTCH Standardized Costs,PAC: LTCH Standardized Costs as % of Total Standardized Costs,PAC: LTCH Per Capita Standardized Costs,PAC: LTCH Per User Standardized Costs,# PAC: LTCH Users (with a covered stay),% of Beneficiaries Using PAC: LTCH,PAC: HH Standardized Costs,PAC: HH Standardized Costs as % of Total Standardized Costs,PAC: HH Per Capita Standardized Costs,PAC: HH Per User Standardized Costs,# PAC: HH Users,% of Beneficiaries Using PAC: HH,PAC: HH Episodes Per 1000 Beneficiaries,Hospice Standardized Costs,Hospice Standardized Costs as % of Total Standardized Costs,Hospice Per Capita Standardized Costs,Hospice Per User Standardized Costs,# Hospice Users (with a covered stay),% of Beneficiaries Using Hospice,Hospice Covered Stays Per 1000 Beneficiaries,Hospice Covered Days Per 1000 Beneficiaries,E&M Standardized Costs,E&M Standardized Costs as % of Total Standardized Costs,E&M Per Capita Standardized Costs,E&M Per User Standardized Costs,# E&M Users,% of Beneficiaries Using E&M,E&M Events Per 1000 Beneficiaries,Procedures Standardized Costs,Procedures Standardized Costs as % of Total Standardized Costs,Procedures Per Capita Standardized Costs,Procedures Per User Standardized Costs,# Procedure Users,% of Beneficiaries Using Procedures,Procedure Events Per 1000 Beneficiaries,Tests Standardized Costs,Tests Standardized Costs as % of Total Standardized Costs,Tests Per Capita Standardized Costs,Tests Per User Standardized Costs,# Test Users,% of Beneficiaries Using Tests,Test Events Per 1000 Beneficiaries,Imaging Standardized Costs,Imaging Standardized Costs as % of Total Standardized Costs,Imaging Per Capita Standardized Costs,Imaging Per User Standardized Costs,# Imaging Users,% of Beneficiaries Using Imaging,Imaging Events Per 1000 Beneficiaries,DME Standardized Costs,DME Standardized Costs as % of Total Standardized Costs,DME Per Capita Standardized Costs,DME Per User Standardized Costs,# DME Users,% of Beneficiaries Using DME,DME Events Per 1000 Beneficiaries,Outpatient Dialysis Facility Standardized Costs,Outpatient Dialysis Facility Standardized Costs as % of Total Standardized Costs,Outpatient Dialysis Facility Per Capita Standardized Costs,Outpatient Dialysis Facility Per User Standardized Costs,# Outpatient Dialysis Facility Users,% of Beneficiaries Using Outpatient Dialysis Facility,Outpatient Dialysis Facility Events Per 1000 Beneficiaries,FQHC/RHC Standardized Costs,FQHC/RHC Standardized Costs as % of Total Standardized Costs,FQHC/RHC Per Capita Standardized Costs,FQHC/RHC Per User Standardized Costs,# FQHC/RHC Users,% of Beneficiaries Using FQHC/RHC,FQHC/RHC Visits Per 1000 Beneficiaries,Ambulance Standardized Costs,Ambulance Standardized Costs as % of Total Standardized Costs,Ambulance Per Capita Standardized Costs,Ambulance Per User Standardized Costs,# Ambulance Users,% of Beneficiaries Using Ambulance,Ambulance Events Per 1000 Beneficiaries,Part B Drugs Standardized Costs,Part B Drugs Standardized Costs as % of Total Standardized Costs,Part B Drugs Per Capita Standardized Costs,Part B Drugs Per User Standardized Costs,# Part B Drugs Users,% of Beneficiaries Using Part B Drugs,Other Services Standardized Costs
2017,,SC (South Carolina),45,808782.00,588083.00,220699.00,27.29 %,75.00,55.79 %,44.21 %,81.62 %,15.15 %,0.86 %,2.36 %,6.18 %,5286075059.34,8988.65,26.26 %,2360.29,15107.47,15.62 %,231.00,1172.00,19829.00,15.55 %,321716.00,547.00,28.64 %,15.58 %,1400.56,2090.45,394004.00,67.00 %,3587.00,1.52 %,137.06,991.97,81256.00,13.82 %,234.00,346219730.60,6.55 %,588.73,15176.42,22813.00,3.88 %,51.00,1334.00,159755099.06,3.02 %,271.65,21655.84,7377.00,1.25 %,14.00,39629807.12,0.75 %,67.39,44678.47,887.00,0.15 %,243556718.57,4.61 %,414.15,4869.09,50021.00,8.51 %,136.00,279819752.68,5.29 %,475.82,14164.50,19755.00,3.36 %,36.00,2877.00,531886723.69,10.06 %,904.44,973.37,546440.00,92.92 %,12905.00,413534421.47,7.82 %,703.19,987.79,418647.00,71.19 %,6050.00,170799972.22,3.23 %,290.44,333.78,511713.00,87.01 %,10372.00,121793218.75,2.30 %,207.10,283.03,430319.00,73.17 %,3888.00,99950599.72,1.89 %,169.96,639.83,156215.00,26.56 %,1491.00,92768589.46,1.75 %,157.75,22665.18,4093.00,0.70 %,898.00,23111585.59,0.44 %,39.30,439.43,52595.00,8.94 %,381.00,95151441.75,1.80 %,161.80,1388.74,68517.00,11.65 %,542.00,303483548.85,5.74 %,516.06,818.15,370939.00,63.08 %,72320523.97
2016,,SC (South Carolina),45,777038.00,577614.00,199424.00,25.66 %,75.00,55.85 %,44.15 %,81.58 %,15.41 %,0.83 %,2.18 %,6.57 %,5068027856.72,8774.07,26.90 %,2359.85,14828.03,15.91 %,237.00,1228.00,19960.00,15.72 %,313516.00,543.00,28.61 %,14.57 %,1278.48,1930.46,382533.00,66.23 %,3510.00,1.47 %,128.66,933.37,79623.00,13.78 %,228.00,354107889.03,6.99 %,613.05,15063.29,23508.00,4.07 %,54.00,1435.00,153609241.72,3.03 %,265.94,21079.90,7287.00,1.26 %,14.00,41058741.91,0.81 %,71.08,45671.57,899.00,0.16 %,228653807.55,4.51 %,395.86,4720.55,48438.00,8.39 %,131.00,275472586.96,5.44 %,476.91,14094.27,19545.00,3.38 %,36.00,2924.00,515484866.22,10.17 %,892.44,960.73,536554.00,92.89 %,12746.00,394775047.29,7.79 %,683.46,972.26,406038.00,70.30 %,5633.00,160488942.00,3.17 %,277.85,320.76,500338.00,86.62 %,10292.00,116975403.87,2.31 %,202.51,278.14,420567.00,72.81 %,4036.00,103507946.48,2.04 %,179.20,656.71,157616.00,27.29 %,1564.00,90442753.98,1.78 %,156.58,22984.18,3935.00,0.68 %,901.00,21741140.23,0.43 %,37.64,409.65,53073.00,9.19 %,380.00,95933426.08,1.89 %,166.09,1405.85,68239.00,11.81 %,559.00,266380453.91,5.26 %,461.17,745.24,357444.00,61.88 %,73528556.61
2015,,SC (South Carolina),45,746689.00,569114.00,177575.00,23.78 %,75.00,56.21 %,43.79 %,81.14 %,16.05 %,0.83 %,1.98 %,8.43 %,5039011915.37,8854.13,26.52 %,2347.91,14380.70,16.33 %,244.00,1291.00,20120.00,15.60 %,309433.00,544.00,28.71 %,14.13 %,1251.19,1907.61,373278.00,65.59 %,3447.00,1.36 %,120.49,905.15,75756.00,13.31 %,219.00,379951718.54,7.54 %,667.62,15211.45,24978.00,4.39 %,58.00,1597.00,152206154.73,3.02 %,267.44,20663.34,7366.00,1.29 %,14.00,50851972.20,1.01 %,89.35,44219.11,1150.00,0.20 %,227137584.05,4.51 %,399.11,4726.13,48060.00,8.44 %,132.00,292773961.75,5.81 %,514.44,14597.82,20056.00,3.52 %,38.00,3130.00,515793769.76,10.24 %,906.31,977.29,527778.00,92.74 %,12708.00,376235469.92,7.47 %,661.09,968.09,388635.00,68.29 %,5173.00,159673863.08,3.17 %,280.57,324.22,492491.00,86.54 %,10478.00,119670750.80,2.37 %,210.28,286.05,418352.00,73.51 %,4185.00,123107692.89,2.44 %,216.31,772.13,159439.00,28.02 %,1626.00,88838863.54,1.76 %,156.10,23268.43,3818.00,0.67 %,876.00,22991144.25,0.46 %,40.40,406.10,56614.00,9.95 %,422.00,100429771.86,1.99 %,176.47,1438.02,69839.00,12.27 %,607.00,238544785.41,4.73 %,419.15,672.32,354809.00,62.34 %,73938947.22
2018,,SD (South Dakota),46,144895.00,110052.00,34843.00,24.05 %,75.00,53.96 %,46.04 %,93.12 %,0.29 %,0.59 %,6.00 %,9.75 %,934483139.09,8491.29,26.17 %,2221.80,14443.49,15.38 %,223.00,971.00,3386.00,14.46 %,50760.00,461.00,25.49 %,29.90 %,2539.20,3195.36,87453.00,79.47 %,7710.00,1.10 %,93.40,1078.14,9534.00,8.66 %,141.00,103195090.83,11.04 %,937.69,19566.76,5274.00,4.79 %,63.00,1451.00,9447158.61,1.01 %,85.84,20993.69,450.00,0.41 %,4.00,5685659.60,0.61 %,51.66,43073.18,132.00,0.12 %,16496399.91,1.77 %,149.90,3982.71,4142.00,3.76 %,49.00,20384874.40,2.18 %,185.23,8293.28,2458.00,2.23 %,23.00,1062.00,62851256.47,6.73 %,571.11,648.99,96843.00,88.00 %,8907.00,58667135.81,6.28 %,533.09,866.36,67717.00,61.53 %,4389.00,16062066.50,1.72 %,145.95,214.45,74897.00,68.06 %,5285.00,15830722.80,1.69 %,143.85,211.16,74971.00,68.12 %,3200.00,18264533.47,1.95 %,165.96,634.49,28786.00,26.16 %,1617.00,11241193.02,1.20 %,102.14,22041.55,510.00,0.46 %,561.00,12793740.97,1.37 %,116.25,622.90,20539.00,18.66 %,840.00,8837788.53,0.95 %,80.31,994.22,8889.00,8.08 %,156.00,25790070.43,2.76 %,234.34,543.72,47433.00,43.10 %,14698969.90
2017,,SD (South Dakota),46,140288.00,106009.00,34279.00,24.43 %,75.00,54.28 %,45.72 %,93.26 %,0.28 %,0.54 %,5.93 %,10.30 %,859436328.32,8107.20,27.14 %,2200.16,13817.34,15.92 %,230.00,1011.00,3255.00,14.06 %,48745.00,460.00,25.64 %,28.40 %,2302.31,2915.79,83705.00,78.96 %,7719.00,1.08 %,87.17,1027.23,8996.00,8.49 %,140.00,99738446.87,11.61 %,940.85,18740.78,5322.00,5.02 %,66.00,1546.00,8593842.36,1.00 %,81.07,20268.50,424.00,0.40 %,4.00,4824501.39,0.56 %,45.51,38596.01,125.00,0.12 %,15123540.00,1.76 %,142.66,3988.28,3792.00,3.58 %,47.00,18160857.56,2.11 %,171.31,8118.40,2237.00,2.11 %,22.00,986.00,59604296.95,6.94 %,562.26,637.77,93456.00,88.16 %,8961.00,53972881.44,6.28 %,509.13,835.42,64606.00,60.94 %,4245.00,14309540.18,1.66 %,134.98,198.50,72088.00,68.00 %,5366.00,14387599.92,1.67 %,135.72,199.94,71960.00,67.88 %,3197.00,15910079.34,1.85 %,150.08,580.43,27411.00,25.86 %,1601.00,10174412.96,1.18 %,95.98,22263.49,457.00,0.43 %,537.00,12290848.96,1.43 %,115.94,612.77,20058.00,18.92 %,870.00,8931891.57,1.04 %,84.26,1024.86,8715.00,8.22 %,160.00,23082572.58,2.69 %,217.74,513.83,44923.00,42.38 %,13787326.19
2016,,SD (South Dakota),46,135745.00,101868.00,33877.00,24.96 %,75.00,54.47 %,45.53 %,93.47 %,0.26 %,0.51 %,5.76 %,10.52 %,804084025.17,7893.39,27.63 %,2181.26,13664.61,15.96 %,230.00,1054.00,3177.00,14.38 %,46073.00,452.00,25.41 %,27.28 %,2153.06,2751.67,79707.00,78.25 %,7528.00,0.96 %,75.92,919.61,8410.00,8.26 %,129.00,94424722.37,11.74 %,926.93,17846.29,5291.00,5.19 %,68.00,1587.00,8390682.41,1.04 %,82.37,19156.81,438.00,0.43 %,5.00,4940630.89,0.61 %,48.50,43722.40,113.00,0.11 %,14272578.71,1.78 %,140.11,3951.43,3612.00,3.55 %,47.00,18323325.03,2.28 %,179.87,8114.85,2258.00,2.22 %,23.00,1048.00,56273031.68,7.00 %,552.41,628.76,89498.00,87.86 %,8888.00,51091508.16,6.35 %,501.55,827.35,61753.00,60.62 %,4046.00,13219582.58,1.64 %,129.77,192.26,68759.00,67.50 %,5223.00,13586362.01,1.69 %,133.37,196.34,69197.00,67.93 %,3386.00,17540494.51,2.18 %,172.19,660.11,26572.00,26.08 %,1657.00,9670623.94,1.20 %,94.93,22808.08,424.00,0.42 %,539.00,11048501.28,1.37 %,108.46,573.53,19264.00,18.91 %,877.00,7740801.12,0.96 %,75.99,893.29,8666.00,8.51 %,158.00,20958940.64,2.61 %,205.75,497.98,42088.00,41.32 %,13340638.15
2015,,SD (South Dakota),46,131534.00,102308.00,29226.00,22.22 %,76.00,54.81 %,45.19 %,93.89 %,0.24 %,0.47 %,5.40 %,10.64 %,804437914.59,7862.90,28.02 %,2203.06,13279.36,16.59 %,238.00,1133.00,3106.00,13.54 %,46338.00,453.00,25.79 %,25.57 %,2010.82,2590.25,79422.00,77.63 %,7301.00,0.92 %,72.68,896.23,8297.00,8.11 %,126.00,99742733.18,12.40 %,974.93,17088.01,5837.00,5.71 %,75.00,1819.00,8538432.57,1.06 %,83.46,18807.12,454.00,0.44 %,5.00,5389657.14,0.67 %,52.68,47277.69,114.00,0.11 %,15015803.09,1.87 %,146.77,4005.28,3749.00,3.66 %,51.00,16508009.18,2.05 %,161.36,7565.54,2182.00,2.13 %,22.00,997.00,58951261.79,7.33 %,576.21,653.34,90231.00,88.20 %,9006.00,50431155.68,6.27 %,492.93,839.57,60068.00,58.71 %,3743.00,13174648.81,1.64 %,128.77,186.56,70616.00,69.02 %,5512.00,13579694.03,1.69 %,132.73,193.35,70232.00,68.65 %,3499.00,21309058.68,2.65 %,208.28,775.47,27479.00,26.86 %,1698.00,9627037.52,1.20 %,94.10,22080.36,436.00,0.43 %,513.00,10728869.20,1.33 %,104.87,556.74,19271.00,18.84 %,869.00,8797377.49,1.09 %,85.99,971.17,9059.00,8.85 %,164.00,20180440.59,2.51 %,197.25,454.20,44431.00,43.43 %,13914042.75
2018,,TN (Tennessee),47,1039870.00,624196.00,415674.00,39.97 %,75.00,56.34 %,43.66 %,88.29 %,8.56 %,0.78 %,2.37 %,10.22 %,6220592748.85,9965.77,26.28 %,2618.79,15476.32,16.92 %,263.00,1321.00,25598.00,16.81 %,363431.00,582.00,29.87 %,15.01 %,1496.01,2326.03,401457.00,64.32 %,3292.00,1.34 %,133.32,1067.04,77988.00,12.49 %,209.00,559325343.86,8.99 %,896.07,17201.01,32517.00,5.21 %,72.00,1944.00,167841869.98,2.70 %,268.89,21823.15,7691.00,1.23 %,14.00,37235824.32,0.60 %,59.65,47313.63,787.00,0.13 %,402497923.60,6.47 %,644.83,6796.20,59224.00,9.49 %,199.00,238798196.67,3.84 %,382.57,12455.57,19172.00,3.07 %,32.00,2292.00,606802358.67,9.75 %,972.13,1049.32,578281.00,92.64 %,13794.00,417324329.55,6.71 %,668.58,942.36,442848.00,70.95 %,5419.00,212516482.90,3.42 %,340.46,391.30,543102.00,87.01 %,12159.00,125524876.76,2.02 %,201.10,273.75,458543.00,73.46 %,4081.00,126159795.18,2.03 %,202.12,676.56,186472.00,29.87 %,1846.00,98481550.91,1.58 %,157.77,23696.23,4156.00,0.67 %,854.00,19082726.10,0.31 %,30.57,472.63,40376.00,6.47 %,267.00,102454489.15,1.65 %,164.14,1428.47,71723.00,11.49 %,459.00,361575353.48,5.81 %,579.27,879.09,411308.00,65.89 %,93310823.05
2017,,TN (Tennessee),47,1010730.00,622685.00,388045.00,38.39 %,75.00,56.37 %,43.63 %,88.35 %,8.69 %,0.77 %,2.20 %,11.37 %,6067142337.03,9743.52,27.45 %,2675.07,15208.23,17.59 %,274.00,1397.00,26610.00,16.95 %,370427.00,595.00,30.46 %,14.11 %,1374.36,2123.80,402953.00,64.71 %,3310.00,1.31 %,127.93,1038.32,76720.00,12.32 %,212.00,585333852.90,9.65 %,940.02,17125.04,34180.00,5.49 %,76.00,2074.00,159710605.77,2.63 %,256.49,22007.80,7257.00,1.17 %,13.00,42079498.37,0.69 %,67.58,51441.93,818.00,0.13 %,398046004.90,6.56 %,639.24,6694.46,59459.00,9.55 %,201.00,221840890.94,3.66 %,356.27,11827.10,18757.00,3.01 %,31.00,2148.00,601618177.16,9.92 %,966.17,1040.98,577934.00,92.81 %,13882.00,401658391.22,6.62 %,645.04,914.45,439235.00,70.54 %,5334.00,203632429.86,3.36 %,327.02,376.02,541542.00,86.97 %,12315.00,124292512.84,2.05 %,199.61,270.95,458727.00,73.67 %,4141.00,117267538.87,1.93 %,188.33,629.94,186158.00,29.90 %,1865.00,88438872.68,1.46 %,142.03,21896.23,4039.00,0.65 %,833.00,16192604.80,0.27 %,26.00,421.41,38425.00,6.17 %,242.00,102320853.69,1.69 %,164.32,1404.81,72836.00,11.70 %,459.00,318411197.70,5.25 %,511.35,781.49,407440.00,65.43 %,85118731.47
2016,,TN (Tennessee),47,982549.00,616046.00,366503.00,37.30 %,75.00,56.59 %,43.41 %,88.62 %,8.66 %,0.73 %,2.00 %,12.17 %,5885894922.03,9554.31,27.47 %,2624.32,14877.57,17.64 %,274.00,1404.00,26077.00,16.83 %,367382.00,596.00,30.40 %,13.43 %,1283.39,2006.73,393985.00,63.95 %,3199.00,1.27 %,121.25,998.38,74818.00,12.14 %,207.00,600241001.02,10.20 %,974.34,16910.10,35496.00,5.76 %,80.00,2212.00,152131953.92,2.58 %,246.95,21889.49,6950.00,1.13 %,13.00,42934147.18,0.73 %,69.69,48899.94,878.00,0.14 %,399805112.87,6.79 %,648.99,6579.53,60765.00,9.86 %,205.00,213872361.85,3.63 %,347.17,11511.51,18579.00,3.02 %,31.00,2122.00,586809128.23,9.97 %,952.54,1027.17,571287.00,92.73 %,13693.00,391810147.74,6.66 %,636.01,911.17,430008.00,69.80 %,5153.00,188440259.84,3.20 %,305.89,354.30,531860.00,86.33 %,12114.00,118880730.03,2.02 %,192.97,264.05,450220.00,73.08 %,4315.00,124938314.09,2.12 %,202.81,667.79,187092.00,30.37 %,1934.00,86912519.61,1.48 %,141.08,22199.88,3915.00,0.64 %,820.00,13751352.50,0.23 %,22.32,396.27,34702.00,5.63 %,214.00,102949734.79,1.75 %,167.11,1412.34,72893.00,11.83 %,480.00,295773814.38,5.03 %,480.12,733.87,403035.00,65.42 %,84621055.46
2015,,TN (Tennessee),47,955182.00,608373.00,346809.00,36.31 %,75.00,56.70 %,43.30 %,88.87 %,8.65 %,0.68 %,1.80 %,12.90 %,5811576343.41,9552.65,27.07 %,2586.27,14276.69,18.12 %,284.00,1472.00,26875.00,17.04 %,369503.00,607.00,30.83 %,13.15 %,1256.14,1967.91,388332.00,63.83 %,3171.00,1.19 %,113.53,958.56,72056.00,11.84 %,196.00,634077150.37,10.91 %,1042.25,17152.52,36967.00,6.08 %,84.00,2436.00,144223218.24,2.48 %,237.06,20829.47,6924.00,1.14 %,12.00,47281967.97,0.81 %,77.72,48002.00,985.00,0.16 %,407114409.50,7.01 %,669.19,6592.41,61755.00,10.15 %,214.00,205426825.67,3.53 %,337.67,11462.27,17922.00,2.95 %,31.00,2067.00,587162352.90,10.10 %,965.14,1040.61,564249.00,92.75 %,13571.00,370852902.81,6.38 %,609.58,901.91,411188.00,67.59 %,4741.00,194953798.57,3.35 %,320.45,373.65,521752.00,85.76 %,11962.00,117061170.26,2.01 %,192.42,262.56,445846.00,73.28 %,4357.00,148187385.53,2.55 %,243.58,790.91,187362.00,30.80 %,1984.00,87975944.00,1.51 %,144.61,22821.26,3855.00,0.63 %,813.00,12500854.79,0.22 %,20.55,422.61,29580.00,4.86 %,187.00,107627677.88,1.85 %,176.91,1433.17,75098.00,12.34 %,504.00,260406737.62,4.48 %,428.04,651.48,399718.00,65.70 %,80031650.28
2018,,TX (Texas),48,3251201.00,1859921.00,1391280.00,42.79 %,75.00,55.21 %,44.79 %,73.50 %,7.07 %,15.15 %,4.29 %,12.08 %,20713828324.14,11136.94,24.02 %,2675.04,16239.98,16.47 %,257.00,1267.00,74878.00,16.69 %,1106014.00,595.00,30.15 %,12.65 %,1408.57,2381.40,1100118.00,59.15 %,3522.00,1.29 %,143.44,1214.43,219686.00,11.81 %,199.00,1607747659.34,7.76 %,864.42,19059.30,84355.00,4.54 %,63.00,1755.00,983663273.05,4.75 %,528.87,22879.61,42993.00,2.31 %,27.00,453167328.39,2.19 %,243.65,36267.89,12495.00,0.67 %,1727713659.39,8.34 %,928.92,7692.03,224611.00,12.08 %,318.00,999866351.13,4.83 %,537.59,14639.55,68299.00,3.67 %,39.00,3231.00,1996345525.56,9.64 %,1073.35,1200.65,1662723.00,89.40 %,14549.00,1359164795.35,6.56 %,730.76,1081.71,1256491.00,67.56 %,5194.00,635002655.21,3.07 %,341.41,417.50,1520951.00,81.78 %,10979.00,518516607.72,2.50 %,278.78,396.32,1308315.00,70.34 %,4272.00,331660754.76,1.60 %,178.32,719.62,460884.00,24.78 %,1416.00,391552917.14,1.89 %,210.52,23681.68,16534.00,0.89 %,1128.00,89007932.18,0.43 %,47.86,552.86,160995.00,8.66 %,373.00,263677336.17,1.27 %,141.77,1328.35,198500.00,10.67 %,382.00,1115779106.88,5.39 %,599.91,1018.50,1095508.00,58.90 %,378984494.30
2017,,TX (Texas),48,3129488.00,1899112.00,1230376.00,39.32 %,75.00,55.68 %,44.32 %,73.41 %,7.20 %,15.37 %,4.01 %,12.58 %,20578458678.47,10835.83,24.45 %,2649.58,15600.83,16.98 %,264.00,1307.00,77922.00,16.64 %,1144150.00,602.00,30.57 %,11.88 %,1287.77,2165.19,1129516.00,59.48 %,3450.00,1.21 %,130.67,1135.93,218458.00,11.50 %,194.00,1699782345.75,8.26 %,895.04,18914.84,89865.00,4.73 %,66.00,1874.00,944923620.59,4.59 %,497.56,22311.72,42351.00,2.23 %,26.00,502287828.16,2.44 %,264.49,35142.23,14293.00,0.75 %,1863199581.79,9.05 %,981.09,7845.68,237481.00,12.50 %,343.00,993560342.23,4.83 %,523.17,14345.16,69261.00,3.65 %,39.00,3173.00,1991635043.99,9.68 %,1048.72,1170.27,1701864.00,89.61 %,14450.00,1342749207.98,6.53 %,707.04,1050.38,1278350.00,67.31 %,5040.00,619127356.38,3.01 %,326.01,397.52,1557467.00,82.01 %,11113.00,513841176.87,2.50 %,270.57,383.70,1339181.00,70.52 %,4265.00,298282660.16,1.45 %,157.06,635.00,469739.00,24.73 %,1397.00,362062207.32,1.76 %,190.65,21937.85,16504.00,0.87 %,1091.00,90556453.97,0.44 %,47.68,540.64,167499.00,8.82 %,384.00,270824752.94,1.32 %,142.61,1346.06,201198.00,10.59 %,391.00,1004285617.49,4.88 %,528.82,912.10,1101071.00,57.98 %,355727886.77
2016,,TX (Texas),48,3009759.00,1890952.00,1118807.00,37.17 %,75.00,55.85 %,44.15 %,73.50 %,7.25 %,15.50 %,3.76 %,13.14 %,20370902190.41,10772.83,24.12 %,2598.27,15278.13,17.01 %,263.00,1337.00,75585.00,16.34 %,1112646.00,588.00,30.14 %,11.42 %,1229.90,2068.76,1124188.00,59.45 %,3422.00,1.09 %,117.73,1033.41,215429.00,11.39 %,190.00,1701876969.43,8.35 %,900.01,18826.49,90398.00,4.78 %,66.00,1938.00,921525952.23,4.52 %,487.33,21574.84,42713.00,2.26 %,26.00,637975319.96,3.13 %,337.38,39279.36,16242.00,0.86 %,1988059133.79,9.76 %,1051.35,8077.93,246110.00,13.02 %,373.00,985543838.43,4.84 %,521.19,14285.73,68988.00,3.65 %,39.00,3201.00,1948018644.64,9.56 %,1030.18,1148.23,1696534.00,89.72 %,14295.00,1319877558.64,6.48 %,698.00,1051.58,1255142.00,66.38 %,4836.00,592939640.17,2.91 %,313.57,382.59,1549820.00,81.96 %,11162.00,494569227.39,2.43 %,261.55,372.21,1328740.00,70.27 %,4416.00,324019960.78,1.59 %,171.35,667.85,485171.00,25.66 %,1488.00,357905733.40,1.76 %,189.27,22101.13,16194.00,0.86 %,1081.00,80489573.96,0.40 %,42.57,494.79,162673.00,8.60 %,364.00,263344313.21,1.29 %,139.27,1331.87,197725.00,10.46 %,384.00,954627317.34,4.69 %,504.84,885.00,1078681.00,57.04 %,338625131.20
2015,,TX (Texas),48,2899876.00,1849825.00,1050051.00,36.21 %,75.00,55.93 %,44.07 %,74.04 %,7.24 %,15.30 %,3.43 %,13.15 %,19737640378.53,10670.00,23.84 %,2543.31,14809.98,17.17 %,266.00,1383.00,74723.00,16.34 %,1072554.00,580.00,29.95 %,11.05 %,1179.26,2006.54,1087159.00,58.77 %,3280.00,0.99 %,105.71,950.78,205677.00,11.12 %,181.00,1740122983.03,8.82 %,940.70,18727.71,92917.00,5.02 %,69.00,2081.00,845876178.16,4.29 %,457.27,20827.72,40613.00,2.20 %,25.00,710049466.57,3.60 %,383.85,43574.68,16295.00,0.88 %,1985190356.27,10.06 %,1073.18,8142.90,243794.00,13.18 %,385.00,950654141.15,4.82 %,513.92,13864.40,68568.00,3.71 %,39.00,3122.00,1901043172.50,9.63 %,1027.69,1145.88,1659023.00,89.69 %,14117.00,1245448939.74,6.31 %,673.28,1045.36,1191408.00,64.41 %,4489.00,594583123.92,3.01 %,321.43,392.92,1513239.00,81.80 %,11283.00,479523582.25,2.43 %,259.23,367.73,1304007.00,70.49 %,4504.00,366345610.19,1.86 %,198.04,762.63,480369.00,25.97 %,1499.00,343033910.16,1.74 %,185.44,22356.22,15344.00,0.83 %,1032.00,76655732.34,0.39 %,41.44,485.53,157882.00,8.53 %,367.00,258796527.92,1.31 %,139.90,1351.02,191556.00,10.36 %,376.00,845730102.92,4.28 %,457.19,799.49,1057833.00,57.19 %,312936699.22
2018,,UT (Utah),49,312331.00,185060.00,127271.00,40.75 %,75.00,54.56 %,45.44 %,91.63 %,0.43 %,3.84 %,4.10 %,5.19 %,1657152637.14,8954.68,22.78 %,2040.20,14882.10,13.71 %,188.00,728.00,4045.00,11.93 %,89314.00,483.00,27.40 %,19.47 %,1743.43,2481.87,129998.00,70.25 %,4350.00,1.61 %,144.20,1394.41,19137.00,10.34 %,162.00,136875828.57,8.26 %,739.63,16349.24,8372.00,4.52 %,57.00,1365.00,34895277.71,2.11 %,188.56,23738.28,1470.00,0.79 %,9.00,11078381.52,0.67 %,59.86,41805.21,265.00,0.14 %,107499058.47,6.49 %,580.89,5528.93,19443.00,10.51 %,180.00,114088547.68,6.88 %,616.49,14938.92,7637.00,4.13 %,44.00,3792.00,137494675.60,8.30 %,742.97,814.64,168780.00,91.20 %,10277.00,130442616.92,7.87 %,704.87,1011.46,128964.00,69.69 %,5457.00,38060955.71,2.30 %,205.67,263.08,144676.00,78.18 %,6599.00,25014525.44,1.51 %,135.17,203.38,122994.00,66.46 %,2919.00,39684460.01,2.39 %,214.44,749.91,52919.00,28.60 %,1896.00,19154640.31,1.16 %,103.51,24063.62,796.00,0.43 %,572.00,4102872.24,0.25 %,22.17,469.70,8735.00,4.72 %,187.00,9995419.66,0.60 %,54.01,761.83,13120.00,7.09 %,135.00,105557187.98,6.37 %,570.39,956.42,110367.00,59.64 %,16324545.76
