Measure_Name,State,Rank,Value,Score,Lower_CI,Upper_CI,Source,Source_Year
Obesity - Ages 65+ - Hispanic,South Dakota,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Hispanic,Tennessee,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Hispanic,Texas,,47,,58.9,35.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Hispanic,Utah,,23.9,,36.4,11.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Hispanic,Vermont,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Hispanic,Virginia,,50.4,,68.4,32.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Hispanic,Washington,,40,,53.2,26.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Hispanic,West Virginia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Hispanic,Wisconsin,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Hispanic,Wyoming,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Hispanic,District of Columbia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Hispanic,United States,,33.9,,37.5,30.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Alabama,36,34.9,0.57,40.1,29.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Alaska,7,28.8,-0.77,37.7,19.9,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Arizona,7,28.8,-0.77,34.9,22.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Arkansas,29,33.5,0.26,38.1,28.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",California,9,29.2,-0.68,34.6,23.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Colorado,4,25.3,-1.53,29.7,20.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Connecticut,17,30.6,-0.37,36.4,24.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Delaware,20,31.1,-0.26,37.2,25,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Florida,24,32,-0.07,37.7,26.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Georgia,31,33.8,0.33,38.5,29,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Hawaii,2,18.5,-2,23.3,13.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Idaho,38,35.5,0.7,41.6,29.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Illinois,45,37.1,1.05,43.3,30.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Indiana,49,39.3,1.53,44,34.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Iowa,42,36.5,0.92,40.9,32.1,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Kansas,41,36.2,0.85,40.4,32,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Kentucky,47,38,1.25,44.2,31.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Louisiana,21,31.3,-0.22,38.1,24.4,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Maine,25,32.2,-0.02,35.9,28.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Maryland,28,33.2,0.2,38,28.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Massachusetts,12,29.8,-0.55,37.5,22.1,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Michigan,43,36.9,1.01,42.2,31.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Minnesota,32,34.2,0.42,38,30.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Mississippi,50,39.6,1.6,44.7,34.4,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Missouri,13,29.9,-0.53,34.9,24.9,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Montana,3,23.4,-1.95,28.7,18.2,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Nebraska,33,34.3,0.44,37.9,30.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Nevada,1,17.5,-2,24.8,10.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",New Hampshire,33,34.3,0.44,39.7,28.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",New Jersey,23,31.8,-0.11,46.4,17.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",New Mexico,16,30.5,-0.39,35.5,25.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",New York,9,29.2,-0.68,33.3,25.2,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",North Carolina,6,28.4,-0.85,35.8,21,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",North Dakota,44,37,1.03,42.7,31.2,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Ohio,48,38.1,1.27,42.3,34,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Oklahoma,17,30.6,-0.37,35.5,25.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Oregon,29,33.5,0.26,40.3,26.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Pennsylvania,15,30.3,-0.44,35.8,24.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Rhode Island,19,31,-0.28,36.8,25.2,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",South Carolina,36,34.9,0.57,38.7,31.1,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",South Dakota,40,36.1,0.83,43.8,28.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Tennessee,35,34.6,0.5,40.7,28.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Texas,27,32.6,0.07,39.8,25.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Utah,22,31.4,-0.2,37.5,25.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Vermont,26,32.5,0.04,38,27,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Virginia,38,35.5,0.7,40.3,30.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Washington,11,29.7,-0.57,34,25.4,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",West Virginia,46,37.2,1.07,42.1,32.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Wisconsin,5,27.6,-1.03,33.7,21.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",Wyoming,14,30,-0.5,35.5,24.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",District of Columbia,,34.5,,40.8,28.1,"CDC, Behavioral Risk Factor Surveillance System",2018
"Obesity - Ages 65+ - Less Than $25,000",United States,,32.3,,33.5,31.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Alabama,30,35.7,0.3,42.9,28.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Alaska,9,27.6,-0.98,40.8,14.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Arizona,35,36.4,0.41,47.3,25.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Arkansas,26,34,0.03,40.8,27.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,California,15,31.3,-0.4,39,23.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Colorado,11,28.1,-0.9,37.3,18.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Connecticut,38,36.5,0.43,45.2,27.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Delaware,47,43.5,1.54,55.5,31.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Florida,20,33.1,-0.11,43,23.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Georgia,38,36.5,0.43,43.4,29.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Hawaii,1,13.4,-2,21.1,5.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Idaho,3,23.8,-1.58,34.9,12.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Illinois,40,36.8,0.48,47.7,25.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Indiana,33,36.1,0.36,43.4,28.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Iowa,24,33.7,-0.02,42.1,25.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Kansas,8,27.5,-1,34.5,20.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Kentucky,32,35.8,0.32,44.4,27.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Louisiana,41,37.3,0.55,48.3,26.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Maine,10,27.7,-0.97,34.3,21,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Maryland,13,28.7,-0.81,34.8,22.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Massachusetts,6,24.7,-1.44,35.9,13.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Michigan,35,36.4,0.41,45.8,26.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Minnesota,27,34.4,0.1,41.9,26.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Mississippi,30,35.7,0.3,42.9,28.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Missouri,16,31.9,-0.3,40,23.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Montana,2,17.3,-2,25.3,9.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Nebraska,28,34.6,0.13,42.4,26.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Nevada,44,38.3,0.71,55.5,21.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,New Hampshire,49,44.2,1.65,55.5,33,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,New Jersey,45,38.9,0.81,58.5,19.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,New Mexico,33,36.1,0.36,44.8,27.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,New York,14,29.6,-0.67,36.2,23,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,North Carolina,21,33.2,-0.1,43.8,22.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,North Dakota,46,39.9,0.97,48.9,30.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Ohio,29,35.2,0.22,42.5,28,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Oklahoma,4,23.9,-1.57,32,15.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Oregon,11,28.1,-0.9,41.7,14.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Pennsylvania,5,24.3,-1.51,34.5,14,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Rhode Island,22,33.4,-0.06,43.2,23.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,South Carolina,18,32.7,-0.17,37.9,27.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,South Dakota,43,37.7,0.62,51.7,23.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Tennessee,17,32,-0.29,40.8,23.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Texas,48,44.1,1.63,57.3,31,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Utah,50,44.5,1.7,58.7,30.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Vermont,24,33.7,-0.02,43,24.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Virginia,22,33.4,-0.06,40.2,26.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Washington,35,36.4,0.41,45.5,27.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,West Virginia,42,37.4,0.57,44.9,29.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Wisconsin,18,32.7,-0.17,46.2,19.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,Wyoming,7,26,-1.24,36.3,15.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,District of Columbia,,44.9,,55.1,34.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Less Than High School,United States,,33.8,,36.1,31.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Alabama,36,32.4,0.77,36.2,28.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Alaska,29,30.3,0.21,36.1,24.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Arizona,9,26.7,-0.74,30.2,23.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Arkansas,35,32.3,0.74,36.1,28.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,California,3,23.1,-1.69,26.5,19.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Colorado,2,22.2,-1.93,24.7,19.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Connecticut,12,27.2,-0.61,30.3,24.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Delaware,46,34.4,1.3,38.5,30.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Florida,31,30.4,0.24,34,26.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Georgia,21,28.8,-0.19,32.2,25.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Hawaii,1,18.7,-2,21.7,15.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Idaho,21,28.8,-0.19,33.3,24.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Illinois,34,32,0.66,36.3,27.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Indiana,39,32.9,0.9,36.2,29.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Iowa,49,36.4,1.83,39.5,33.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Kansas,29,30.3,0.21,32.9,27.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Kentucky,39,32.9,0.9,37.6,28.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Louisiana,21,28.8,-0.19,33.4,24.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Maine,13,27.9,-0.42,30.5,25.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Maryland,6,26.1,-0.9,28.4,23.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Massachusetts,18,28.4,-0.29,32.3,24.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Michigan,43,33.7,1.11,37,30.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Minnesota,36,32.4,0.77,34.8,30,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Mississippi,38,32.8,0.87,37.4,28.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Missouri,33,31.1,0.42,34.9,27.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Montana,16,28,-0.4,32,24,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Nebraska,42,33.6,1.09,36.3,30.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Nevada,25,29.2,-0.08,35.6,22.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,New Hampshire,18,28.4,-0.29,31.7,25.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,New Jersey,9,26.7,-0.74,33.4,20,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,New Mexico,6,26.1,-0.9,30.1,22.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,New York,4,25.8,-0.98,28.4,23.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,North Carolina,8,26.6,-0.77,31.1,22.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,North Dakota,48,36.1,1.75,39.9,32.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Ohio,39,32.9,0.9,35.9,29.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Oklahoma,21,28.8,-0.19,32.5,25.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Oregon,13,27.9,-0.42,32.1,23.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Pennsylvania,13,27.9,-0.42,31.8,23.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Rhode Island,17,28.2,-0.34,32.1,24.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,South Carolina,32,30.5,0.26,33.3,27.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,South Dakota,44,34,1.19,39,29,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Tennessee,46,34.4,1.3,39.4,29.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Texas,50,39,2,46,32,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Utah,28,30,0.13,33.2,26.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Vermont,4,25.8,-0.98,29.4,22.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Virginia,26,29.3,-0.05,32.4,26.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Washington,20,28.5,-0.26,31,26.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,West Virginia,45,34.1,1.22,38,30.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Wisconsin,26,29.3,-0.05,33.8,24.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,Wyoming,11,26.8,-0.71,30.5,23.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,District of Columbia,,18.5,,22.2,14.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Male,United States,,29.5,,30.4,28.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Alabama,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Alaska,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Arizona,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Arkansas,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,California,,29.2,,44.7,13.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Colorado,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Connecticut,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Delaware,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Florida,,39.5,,61.8,17.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Georgia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Hawaii,,25.9,,32.6,19.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Idaho,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Illinois,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Indiana,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Iowa,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Kansas,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Kentucky,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Louisiana,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Maine,,41.1,,56.8,25.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Maryland,,32.9,,47.7,18.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Massachusetts,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Michigan,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Minnesota,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Mississippi,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Missouri,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Montana,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Nebraska,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Nevada,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,New Hampshire,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,New Jersey,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,New Mexico,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,New York,,,,44.5,11,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,North Carolina,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,North Dakota,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Ohio,,24.5,,38.7,10.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Oklahoma,,26.4,,40.9,12,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Oregon,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Pennsylvania,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Rhode Island,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,South Carolina,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,South Dakota,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Tennessee,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Texas,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Utah,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
