Year,National,State,State-FIPS-Code,Beneficiaries-with-Part-A-and-Part-B,FFS-Beneficiaries,MA-Beneficiaries,MA-Participation-Rate,Average-Age,Percent-Female,Percent-Male,Percent-Non-Hispanic-White,Percent-African-American,Percent-Hispanic,Percent-Other-Unknown,Percent-Eligible-for-Medicaid,Total-Standardized-Costs,Standardized-Per-Capita-Costs,IP-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,IP-Per-Capita-Standardized-Costs,IP-Per-User-Standardized-Costs,Percent-of-Beneficiaries-Using-IP,IP-Covered-Stays-Per-1000-Beneficiaries,IP-Covered-Days-Per-1000-Beneficiaries,Number-of-Acute-Hospital- Readmissions,Hospital-Readmission-Rate,Emergency-Department-Visits,Emergency-Department-Visits-per-1000-Beneficiaries,Perecnt-of-Beneficiaries-with-an-ED-Visit,OP-Standardized-Costs-as-of-Total-Standardized-Costs,OP-Per-Capita-Standardized-Costs,OP-Per-User-Standardized-Costs,Number-OP-Users,Percent-of-Beneficiaries-Using-OP,OP-Visits-Per-1000-Beneficiaries,ASC-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,ASC-Per-Capita-Standardized-Costs,ASC-Per-User-Standardized-Costs,Number-ASC-Users,Percent-of-Beneficiaries-Using-ASC,ASC-Events-Per-1000-Beneficiaries,PAC-SNF-Standardized-Costs,PAC-SNF-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,PAC-SNF-Per-Capita-Standardized-Costs,PAC-SNF-Per-User-Standardized-Costs,Number-PAC-SNF-Users-covered-stay,Percent-of-Beneficiaries-Using-PAC-SNF,PAC-SNF-Covered-Stays-Per-1000-Beneficiaries,PAC-SNF-Covered-Days-Per-1000-Beneficiaries,PAC-IRF-Standardized-Costs,PAC-IRF-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,PAC-IRF-Per-Capita-Standardized-Costs,PAC-IRF-Per-User-Standardized-Costs,Number-PAC-IRF-Users-covered-stay,Percent-of-Beneficiaries-Using-PAC-IRF,PAC-IRF-Covered-Stays-Per-1000-Beneficiaries,PAC-LTCH-Standardized-Costs,PAC-LTCH-Standardized-Costs-as-Perent-of-Total-Standardized-Costs,PAC-LTCH-Per-Capita-Standardized-Costs,PAC-LTCH-Per-User-Standardized-Costs,Number-PAC-LTCH-Users-with-covered-stay,Percent-of-Beneficiaries-Using-PAC-LTCH,PAC-HH-Standardized-Costs,PAC-HH-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,PAC-HH-Per-Capita-Standardized-Costs,PAC-HH-Per-User-Standardized-Costs,Number-PAC-HH-Users,Percent-of-Beneficiaries-Using-PAC-HH,PAC-HH-Episodes-Per-1000-Beneficiaries,Hospice-Standardized-Costs,Hospice-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Hospice-Per-Capita-Standardized-Costs,Hospice-Per-User-Standardized-Costs,Number-Hospice-Users-with-covered-stay,Percent-of-Beneficiaries-Using-Hospice,Hospice-Covered-Stays-Per-1000-Beneficiaries,Hospice-Covered-Days-Per-1000-Beneficiaries,EM-Standardized-Costs,EM-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,EM-Per-Capita-Standardized-Costs,EM-Per-User-Standardized-Costs,Number-EM-Users,Percent-of-Beneficiaries-Using-EM,EM-Events-Per-1000-Beneficiaries,Procedures-Standardized-Costs,Procedures-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Procedures-Per-Capita-Standardized-Costs,Procedure- Per-User-Standardized-Costs,Number-Procedure-Users,Percent-of-Beneficiaries-Using-Procedures,Procedure-Events-Per-1000-Beneficiaries,Tests-Standardized-Costs,Tests-Standardized-Costs as-Percent-of-Total-Standardized-Costs,Tests-Per-Capita-Standardized-Costs,Tests-Per-User-Standardized-Costs,Number-Test-Users,Number-of-Beneficiaries-Using-Tests,Test-Events-Per-1000-Beneficiaries,Imaging-Standardized-Costs,Imaging-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Imaging-Per-Capita-Standardized-Costs,Imaging-Per-User-Standardized-Costs,Number-Imaging-Users,Percent-of-Beneficiaries-Using-Imaging,Imaging-Events-Per-1000-Beneficiaries,DME-Standardized-Costs,DME-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,DME-Per-Capita-Standardized-Costs,DME-Per-User-Standardized-Costs,Number-DME-Users,Percent-of-Beneficiaries-Using-DME,DME-Events-Per-1000-Beneficiaries,Outpatient-Dialysis-Facility-Standardized-Costs,Outpatient-Dialysis-Facility-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Outpatient-Dialysis-Facility-Per-Capita-Standardized-Costs,Outpatient-Dialysis-Facility-Per-User-Standardized-Costs,Number-Outpatient-Dialysis-Facility-Users,Percent-of-Beneficiaries-Using-Outpatient-Dialysis-Facility,Outpatient-Dialysis-Facility-Events-Per-1000-Beneficiaries,FQHC-RHC-Standardized-Costs,FQHC-RHC-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,FQHC-RHC-Per-Capita-Standardized-Costs,FQHC-RHC-Per-User-Standardized-Costs,Number-FQHC-RHC-Users,Percent-of-Beneficiaries-Using-FQHC-RHC,FQHC-RHC-Visits-Per-1000-Beneficiaries,Ambulance-Standardized-Costs,Ambulance-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Ambulance-Per-Capita-Standardized-Costs,Ambulance-Per-User-Standardized-Costs,Number-Ambulance-Users,Percent-of-Beneficiaries-Using-Ambulance,Ambulance-Events-Per-1000-Beneficiaries,Part-B-Drugs-Standardized-Costs,Part-B-Drugs-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Part-B-Drugs-Per-Capita-Standardized-Costs,Part-B-Drugs-Per-User-Standardized-Costs,Number-Part-B-Drugs-Users,Percent-of-Beneficiaries-Using-Part-B-Drugs,Other-Services-Standardized-Costs
2015,,RI (Rhode Island),44,152252,85229,67023,44.02,76,58.01,41.99,88.2,2.58,5.36,3.86,15.78,778797260.2,9137.7,28.05,2562.79,13785.04,18.59,295,1534,4022,17.42,53607,629,31.57,14.56,1330.5,1802.75,62902,73.8,4954,0.82,74.55,741.93,8564,10.05,152,87390789.08,11.22,1025.36,13775.35,6344,7.44,103,2434,13473143.52,1.73,158.08,21730.88,620,0.73,8,2490075.06,0.32,29.22,41501.25,60,0.07,51334432.96,6.59,602.31,4596.98,11167,13.1,211,32512333.47,4.17,381.47,10377.38,3133,3.68,38,2220,86102391.78,11.06,1010.25,1081.67,79601,93.4,14874,53397808.59,6.86,626.52,904.17,59057,69.29,5902,18954960.94,2.43,222.4,265.07,71508,83.9,9925,18387643.6,2.36,215.74,291.12,63162,74.11,4242,12543190.26,1.61,147.17,594.69,21092,24.75,1315,10231048.11,1.31,120.04,22002.25,465,0.55,625,1914813.19,0.25,22.47,476.32,4020,4.72,194,18613900.22,2.39,218.4,1379.79,13490,15.83,686,20645390.04,2.65,242.23,435.09,47451,55.67,12630688.79
2018,,SC (South Carolina),45,840841,598679,242162,28.8,75,55.76,44.24,81.68,14.9,0.89,2.53,5.71,5561074315,9288.91,24.97,2319,15485.13,14.98,222,1135,19556,15.66,324541,542,28.48,16.58,1540.36,2307.74,399601,66.75,3560,1.53,142.19,1035.54,82207,13.73,228,334107505.7,6.01,558.07,15316.9,21813,3.64,48,1238,173427250.1,3.12,289.68,22106.72,7845,1.31,15,42180028.59,0.76,70.46,47234.07,893,0.15,263703479.8,4.74,440.48,5034.33,52381,8.75,142,285356620.5,5.13,476.64,14410.49,19802,3.31,35,2851,556823335.9,10.01,930.09,1001.74,555854,92.85,13108,432857935.8,7.78,723.02,1008.26,429312,71.71,6179,185714939.5,3.34,310.21,355.67,522156,87.22,10324,125876299.4,2.26,210.26,286.24,439762,73.46,3934,114383743.2,2.06,191.06,713.36,160344,26.78,1530,100629359.7,1.81,168.09,24633.87,4085,0.68,887,24613749.89,0.44,41.11,462.53,53215,8.89,397,92586101.96,1.66,154.65,1388.6,66676,11.14,514,354792778.1,6.38,592.63,924.36,383827,64.11,78378992.93
2017,,SC (South Carolina),45,808782,588083,220699,27.29,75,55.79,44.21,81.62,15.15,0.86,2.36,6.18,5286075059,8988.65,26.26,2360.29,15107.47,15.62,231,1172,19829,15.55,321716,547,28.64,15.58,1400.56,2090.45,394004,67,3587,1.52,137.06,991.97,81256,13.82,234,346219730.6,6.55,588.73,15176.42,22813,3.88,51,1334,159755099.1,3.02,271.65,21655.84,7377,1.25,14,39629807.12,0.75,67.39,44678.47,887,0.15,243556718.6,4.61,414.15,4869.09,50021,8.51,136,279819752.7,5.29,475.82,14164.5,19755,3.36,36,2877,531886723.7,10.06,904.44,973.37,546440,92.92,12905,413534421.5,7.82,703.19,987.79,418647,71.19,6050,170799972.2,3.23,290.44,333.78,511713,87.01,10372,121793218.8,2.3,207.1,283.03,430319,73.17,3888,99950599.72,1.89,169.96,639.83,156215,26.56,1491,92768589.46,1.75,157.75,22665.18,4093,0.7,898,23111585.59,0.44,39.3,439.43,52595,8.94,381,95151441.75,1.8,161.8,1388.74,68517,11.65,542,303483548.9,5.74,516.06,818.15,370939,63.08,72320523.97
2016,,SC (South Carolina),45,777038,577614,199424,25.66,75,55.85,44.15,81.58,15.41,0.83,2.18,6.57,5068027857,8774.07,26.9,2359.85,14828.03,15.91,237,1228,19960,15.72,313516,543,28.61,14.57,1278.48,1930.46,382533,66.23,3510,1.47,128.66,933.37,79623,13.78,228,354107889,6.99,613.05,15063.29,23508,4.07,54,1435,153609241.7,3.03,265.94,21079.9,7287,1.26,14,41058741.91,0.81,71.08,45671.57,899,0.16,228653807.6,4.51,395.86,4720.55,48438,8.39,131,275472587,5.44,476.91,14094.27,19545,3.38,36,2924,515484866.2,10.17,892.44,960.73,536554,92.89,12746,394775047.3,7.79,683.46,972.26,406038,70.3,5633,160488942,3.17,277.85,320.76,500338,86.62,10292,116975403.9,2.31,202.51,278.14,420567,72.81,4036,103507946.5,2.04,179.2,656.71,157616,27.29,1564,90442753.98,1.78,156.58,22984.18,3935,0.68,901,21741140.23,0.43,37.64,409.65,53073,9.19,380,95933426.08,1.89,166.09,1405.85,68239,11.81,559,266380453.9,5.26,461.17,745.24,357444,61.88,73528556.61
2015,,SC (South Carolina),45,746689,569114,177575,23.78,75,56.21,43.79,81.14,16.05,0.83,1.98,8.43,5039011915,8854.13,26.52,2347.91,14380.7,16.33,244,1291,20120,15.6,309433,544,28.71,14.13,1251.19,1907.61,373278,65.59,3447,1.36,120.49,905.15,75756,13.31,219,379951718.5,7.54,667.62,15211.45,24978,4.39,58,1597,152206154.7,3.02,267.44,20663.34,7366,1.29,14,50851972.2,1.01,89.35,44219.11,1150,0.2,227137584.1,4.51,399.11,4726.13,48060,8.44,132,292773961.8,5.81,514.44,14597.82,20056,3.52,38,3130,515793769.8,10.24,906.31,977.29,527778,92.74,12708,376235469.9,7.47,661.09,968.09,388635,68.29,5173,159673863.1,3.17,280.57,324.22,492491,86.54,10478,119670750.8,2.37,210.28,286.05,418352,73.51,4185,123107692.9,2.44,216.31,772.13,159439,28.02,1626,88838863.54,1.76,156.1,23268.43,3818,0.67,876,22991144.25,0.46,40.4,406.1,56614,9.95,422,100429771.9,1.99,176.47,1438.02,69839,12.27,607,238544785.4,4.73,419.15,672.32,354809,62.34,73938947.22
2018,,SD (South Dakota),46,144895,110052,34843,24.05,75,53.96,46.04,93.12,0.29,0.59,6,9.75,934483139.1,8491.29,26.17,2221.8,14443.49,15.38,223,971,3386,14.46,50760,461,25.49,29.9,2539.2,3195.36,87453,79.47,7710,1.1,93.4,1078.14,9534,8.66,141,103195090.8,11.04,937.69,19566.76,5274,4.79,63,1451,9447158.61,1.01,85.84,20993.69,450,0.41,4,5685659.6,0.61,51.66,43073.18,132,0.12,16496399.91,1.77,149.9,3982.71,4142,3.76,49,20384874.4,2.18,185.23,8293.28,2458,2.23,23,1062,62851256.47,6.73,571.11,648.99,96843,88,8907,58667135.81,6.28,533.09,866.36,67717,61.53,4389,16062066.5,1.72,145.95,214.45,74897,68.06,5285,15830722.8,1.69,143.85,211.16,74971,68.12,3200,18264533.47,1.95,165.96,634.49,28786,26.16,1617,11241193.02,1.2,102.14,22041.55,510,0.46,561,12793740.97,1.37,116.25,622.9,20539,18.66,840,8837788.53,0.95,80.31,994.22,8889,8.08,156,25790070.43,2.76,234.34,543.72,47433,43.1,14698969.9
2017,,SD (South Dakota),46,140288,106009,34279,24.43,75,54.28,45.72,93.26,0.28,0.54,5.93,10.3,859436328.3,8107.2,27.14,2200.16,13817.34,15.92,230,1011,3255,14.06,48745,460,25.64,28.4,2302.31,2915.79,83705,78.96,7719,1.08,87.17,1027.23,8996,8.49,140,99738446.87,11.61,940.85,18740.78,5322,5.02,66,1546,8593842.36,1,81.07,20268.5,424,0.4,4,4824501.39,0.56,45.51,38596.01,125,0.12,15123540,1.76,142.66,3988.28,3792,3.58,47,18160857.56,2.11,171.31,8118.4,2237,2.11,22,986,59604296.95,6.94,562.26,637.77,93456,88.16,8961,53972881.44,6.28,509.13,835.42,64606,60.94,4245,14309540.18,1.66,134.98,198.5,72088,68,5366,14387599.92,1.67,135.72,199.94,71960,67.88,3197,15910079.34,1.85,150.08,580.43,27411,25.86,1601,10174412.96,1.18,95.98,22263.49,457,0.43,537,12290848.96,1.43,115.94,612.77,20058,18.92,870,8931891.57,1.04,84.26,1024.86,8715,8.22,160,23082572.58,2.69,217.74,513.83,44923,42.38,13787326.19
2016,,SD (South Dakota),46,135745,101868,33877,24.96,75,54.47,45.53,93.47,0.26,0.51,5.76,10.52,804084025.2,7893.39,27.63,2181.26,13664.61,15.96,230,1054,3177,14.38,46073,452,25.41,27.28,2153.06,2751.67,79707,78.25,7528,0.96,75.92,919.61,8410,8.26,129,94424722.37,11.74,926.93,17846.29,5291,5.19,68,1587,8390682.41,1.04,82.37,19156.81,438,0.43,5,4940630.89,0.61,48.5,43722.4,113,0.11,14272578.71,1.78,140.11,3951.43,3612,3.55,47,18323325.03,2.28,179.87,8114.85,2258,2.22,23,1048,56273031.68,7,552.41,628.76,89498,87.86,8888,51091508.16,6.35,501.55,827.35,61753,60.62,4046,13219582.58,1.64,129.77,192.26,68759,67.5,5223,13586362.01,1.69,133.37,196.34,69197,67.93,3386,17540494.51,2.18,172.19,660.11,26572,26.08,1657,9670623.94,1.2,94.93,22808.08,424,0.42,539,11048501.28,1.37,108.46,573.53,19264,18.91,877,7740801.12,0.96,75.99,893.29,8666,8.51,158,20958940.64,2.61,205.75,497.98,42088,41.32,13340638.15
2015,,SD (South Dakota),46,131534,102308,29226,22.22,76,54.81,45.19,93.89,0.24,0.47,5.4,10.64,804437914.6,7862.9,28.02,2203.06,13279.36,16.59,238,1133,3106,13.54,46338,453,25.79,25.57,2010.82,2590.25,79422,77.63,7301,0.92,72.68,896.23,8297,8.11,126,99742733.18,12.4,974.93,17088.01,5837,5.71,75,1819,8538432.57,1.06,83.46,18807.12,454,0.44,5,5389657.14,0.67,52.68,47277.69,114,0.11,15015803.09,1.87,146.77,4005.28,3749,3.66,51,16508009.18,2.05,161.36,7565.54,2182,2.13,22,997,58951261.79,7.33,576.21,653.34,90231,88.2,9006,50431155.68,6.27,492.93,839.57,60068,58.71,3743,13174648.81,1.64,128.77,186.56,70616,69.02,5512,13579694.03,1.69,132.73,193.35,70232,68.65,3499,21309058.68,2.65,208.28,775.47,27479,26.86,1698,9627037.52,1.2,94.1,22080.36,436,0.43,513,10728869.2,1.33,104.87,556.74,19271,18.84,869,8797377.49,1.09,85.99,971.17,9059,8.85,164,20180440.59,2.51,197.25,454.2,44431,43.43,13914042.75
2018,,TN (Tennessee),47,1039870,624196,415674,39.97,75,56.34,43.66,88.29,8.56,0.78,2.37,10.22,6220592749,9965.77,26.28,2618.79,15476.32,16.92,263,1321,25598,16.81,363431,582,29.87,15.01,1496.01,2326.03,401457,64.32,3292,1.34,133.32,1067.04,77988,12.49,209,559325343.9,8.99,896.07,17201.01,32517,5.21,72,1944,167841870,2.7,268.89,21823.15,7691,1.23,14,37235824.32,0.6,59.65,47313.63,787,0.13,402497923.6,6.47,644.83,6796.2,59224,9.49,199,238798196.7,3.84,382.57,12455.57,19172,3.07,32,2292,606802358.7,9.75,972.13,1049.32,578281,92.64,13794,417324329.6,6.71,668.58,942.36,442848,70.95,5419,212516482.9,3.42,340.46,391.3,543102,87.01,12159,125524876.8,2.02,201.1,273.75,458543,73.46,4081,126159795.2,2.03,202.12,676.56,186472,29.87,1846,98481550.91,1.58,157.77,23696.23,4156,0.67,854,19082726.1,0.31,30.57,472.63,40376,6.47,267,102454489.2,1.65,164.14,1428.47,71723,11.49,459,361575353.5,5.81,579.27,879.09,411308,65.89,93310823.05
2017,,TN (Tennessee),47,1010730,622685,388045,38.39,75,56.37,43.63,88.35,8.69,0.77,2.2,11.37,6067142337,9743.52,27.45,2675.07,15208.23,17.59,274,1397,26610,16.95,370427,595,30.46,14.11,1374.36,2123.8,402953,64.71,3310,1.31,127.93,1038.32,76720,12.32,212,585333852.9,9.65,940.02,17125.04,34180,5.49,76,2074,159710605.8,2.63,256.49,22007.8,7257,1.17,13,42079498.37,0.69,67.58,51441.93,818,0.13,398046004.9,6.56,639.24,6694.46,59459,9.55,201,221840890.9,3.66,356.27,11827.1,18757,3.01,31,2148,601618177.2,9.92,966.17,1040.98,577934,92.81,13882,401658391.2,6.62,645.04,914.45,439235,70.54,5334,203632429.9,3.36,327.02,376.02,541542,86.97,12315,124292512.8,2.05,199.61,270.95,458727,73.67,4141,117267538.9,1.93,188.33,629.94,186158,29.9,1865,88438872.68,1.46,142.03,21896.23,4039,0.65,833,16192604.8,0.27,26,421.41,38425,6.17,242,102320853.7,1.69,164.32,1404.81,72836,11.7,459,318411197.7,5.25,511.35,781.49,407440,65.43,85118731.47
2016,,TN (Tennessee),47,982549,616046,366503,37.3,75,56.59,43.41,88.62,8.66,0.73,2,12.17,5885894922,9554.31,27.47,2624.32,14877.57,17.64,274,1404,26077,16.83,367382,596,30.4,13.43,1283.39,2006.73,393985,63.95,3199,1.27,121.25,998.38,74818,12.14,207,600241001,10.2,974.34,16910.1,35496,5.76,80,2212,152131953.9,2.58,246.95,21889.49,6950,1.13,13,42934147.18,0.73,69.69,48899.94,878,0.14,399805112.9,6.79,648.99,6579.53,60765,9.86,205,213872361.9,3.63,347.17,11511.51,18579,3.02,31,2122,586809128.2,9.97,952.54,1027.17,571287,92.73,13693,391810147.7,6.66,636.01,911.17,430008,69.8,5153,188440259.8,3.2,305.89,354.3,531860,86.33,12114,118880730,2.02,192.97,264.05,450220,73.08,4315,124938314.1,2.12,202.81,667.79,187092,30.37,1934,86912519.61,1.48,141.08,22199.88,3915,0.64,820,13751352.5,0.23,22.32,396.27,34702,5.63,214,102949734.8,1.75,167.11,1412.34,72893,11.83,480,295773814.4,5.03,480.12,733.87,403035,65.42,84621055.46
2015,,TN (Tennessee),47,955182,608373,346809,36.31,75,56.7,43.3,88.87,8.65,0.68,1.8,12.9,5811576343,9552.65,27.07,2586.27,14276.69,18.12,284,1472,26875,17.04,369503,607,30.83,13.15,1256.14,1967.91,388332,63.83,3171,1.19,113.53,958.56,72056,11.84,196,634077150.4,10.91,1042.25,17152.52,36967,6.08,84,2436,144223218.2,2.48,237.06,20829.47,6924,1.14,12,47281967.97,0.81,77.72,48002,985,0.16,407114409.5,7.01,669.19,6592.41,61755,10.15,214,205426825.7,3.53,337.67,11462.27,17922,2.95,31,2067,587162352.9,10.1,965.14,1040.61,564249,92.75,13571,370852902.8,6.38,609.58,901.91,411188,67.59,4741,194953798.6,3.35,320.45,373.65,521752,85.76,11962,117061170.3,2.01,192.42,262.56,445846,73.28,4357,148187385.5,2.55,243.58,790.91,187362,30.8,1984,87975944,1.51,144.61,22821.26,3855,0.63,813,12500854.79,0.22,20.55,422.61,29580,4.86,187,107627677.9,1.85,176.91,1433.17,75098,12.34,504,260406737.6,4.48,428.04,651.48,399718,65.7,80031650.28
2018,,TX (Texas),48,3251201,1859921,1391280,42.79,75,55.21,44.79,73.5,7.07,15.15,4.29,12.08,20713828324,11136.94,24.02,2675.04,16239.98,16.47,257,1267,74878,16.69,1106014,595,30.15,12.65,1408.57,2381.4,1100118,59.15,3522,1.29,143.44,1214.43,219686,11.81,199,1607747659,7.76,864.42,19059.3,84355,4.54,63,1755,983663273.1,4.75,528.87,22879.61,42993,2.31,27,453167328.4,2.19,243.65,36267.89,12495,0.67,1727713659,8.34,928.92,7692.03,224611,12.08,318,999866351.1,4.83,537.59,14639.55,68299,3.67,39,3231,1996345526,9.64,1073.35,1200.65,1662723,89.4,14549,1359164795,6.56,730.76,1081.71,1256491,67.56,5194,635002655.2,3.07,341.41,417.5,1520951,81.78,10979,518516607.7,2.5,278.78,396.32,1308315,70.34,4272,331660754.8,1.6,178.32,719.62,460884,24.78,1416,391552917.1,1.89,210.52,23681.68,16534,0.89,1128,89007932.18,0.43,47.86,552.86,160995,8.66,373,263677336.2,1.27,141.77,1328.35,198500,10.67,382,1115779107,5.39,599.91,1018.5,1095508,58.9,378984494.3
2017,,TX (Texas),48,3129488,1899112,1230376,39.32,75,55.68,44.32,73.41,7.2,15.37,4.01,12.58,20578458678,10835.83,24.45,2649.58,15600.83,16.98,264,1307,77922,16.64,1144150,602,30.57,11.88,1287.77,2165.19,1129516,59.48,3450,1.21,130.67,1135.93,218458,11.5,194,1699782346,8.26,895.04,18914.84,89865,4.73,66,1874,944923620.6,4.59,497.56,22311.72,42351,2.23,26,502287828.2,2.44,264.49,35142.23,14293,0.75,1863199582,9.05,981.09,7845.68,237481,12.5,343,993560342.2,4.83,523.17,14345.16,69261,3.65,39,3173,1991635044,9.68,1048.72,1170.27,1701864,89.61,14450,1342749208,6.53,707.04,1050.38,1278350,67.31,5040,619127356.4,3.01,326.01,397.52,1557467,82.01,11113,513841176.9,2.5,270.57,383.7,1339181,70.52,4265,298282660.2,1.45,157.06,635,469739,24.73,1397,362062207.3,1.76,190.65,21937.85,16504,0.87,1091,90556453.97,0.44,47.68,540.64,167499,8.82,384,270824752.9,1.32,142.61,1346.06,201198,10.59,391,1004285617,4.88,528.82,912.1,1101071,57.98,355727886.8
2016,,TX (Texas),48,3009759,1890952,1118807,37.17,75,55.85,44.15,73.5,7.25,15.5,3.76,13.14,20370902190,10772.83,24.12,2598.27,15278.13,17.01,263,1337,75585,16.34,1112646,588,30.14,11.42,1229.9,2068.76,1124188,59.45,3422,1.09,117.73,1033.41,215429,11.39,190,1701876969,8.35,900.01,18826.49,90398,4.78,66,1938,921525952.2,4.52,487.33,21574.84,42713,2.26,26,637975320,3.13,337.38,39279.36,16242,0.86,1988059134,9.76,1051.35,8077.93,246110,13.02,373,985543838.4,4.84,521.19,14285.73,68988,3.65,39,3201,1948018645,9.56,1030.18,1148.23,1696534,89.72,14295,1319877559,6.48,698,1051.58,1255142,66.38,4836,592939640.2,2.91,313.57,382.59,1549820,81.96,11162,494569227.4,2.43,261.55,372.21,1328740,70.27,4416,324019960.8,1.59,171.35,667.85,485171,25.66,1488,357905733.4,1.76,189.27,22101.13,16194,0.86,1081,80489573.96,0.4,42.57,494.79,162673,8.6,364,263344313.2,1.29,139.27,1331.87,197725,10.46,384,954627317.3,4.69,504.84,885,1078681,57.04,338625131.2
2015,,TX (Texas),48,2899876,1849825,1050051,36.21,75,55.93,44.07,74.04,7.24,15.3,3.43,13.15,19737640379,10670,23.84,2543.31,14809.98,17.17,266,1383,74723,16.34,1072554,580,29.95,11.05,1179.26,2006.54,1087159,58.77,3280,0.99,105.71,950.78,205677,11.12,181,1740122983,8.82,940.7,18727.71,92917,5.02,69,2081,845876178.2,4.29,457.27,20827.72,40613,2.2,25,710049466.6,3.6,383.85,43574.68,16295,0.88,1985190356,10.06,1073.18,8142.9,243794,13.18,385,950654141.2,4.82,513.92,13864.4,68568,3.71,39,3122,1901043173,9.63,1027.69,1145.88,1659023,89.69,14117,1245448940,6.31,673.28,1045.36,1191408,64.41,4489,594583123.9,3.01,321.43,392.92,1513239,81.8,11283,479523582.3,2.43,259.23,367.73,1304007,70.49,4504,366345610.2,1.86,198.04,762.63,480369,25.97,1499,343033910.2,1.74,185.44,22356.22,15344,0.83,1032,76655732.34,0.39,41.44,485.53,157882,8.53,367,258796527.9,1.31,139.9,1351.02,191556,10.36,376,845730102.9,4.28,457.19,799.49,1057833,57.19,312936699.2
2018,,UT (Utah),49,312331,185060,127271,40.75,75,54.56,45.44,91.63,0.43,3.84,4.1,5.19,1657152637,8954.68,22.78,2040.2,14882.1,13.71,188,728,4045,11.93,89314,483,27.4,19.47,1743.43,2481.87,129998,70.25,4350,1.61,144.2,1394.41,19137,10.34,162,136875828.6,8.26,739.63,16349.24,8372,4.52,57,1365,34895277.71,2.11,188.56,23738.28,1470,0.79,9,11078381.52,0.67,59.86,41805.21,265,0.14,107499058.5,6.49,580.89,5528.93,19443,10.51,180,114088547.7,6.88,616.49,14938.92,7637,4.13,44,3792,137494675.6,8.3,742.97,814.64,168780,91.2,10277,130442616.9,7.87,704.87,1011.46,128964,69.69,5457,38060955.71,2.3,205.67,263.08,144676,78.18,6599,25014525.44,1.51,135.17,203.38,122994,66.46,2919,39684460.01,2.39,214.44,749.91,52919,28.6,1896,19154640.31,1.16,103.51,24063.62,796,0.43,572,4102872.24,0.25,22.17,469.7,8735,4.72,187,9995419.66,0.6,54.01,761.83,13120,7.09,135,105557188,6.37,570.39,956.42,110367,59.64,16324545.76
2017,,UT (Utah),49,299153,180373,118780,39.71,75,54.63,45.37,91.86,0.43,3.83,3.89,5.17,1561309022,8656,24.12,2087.55,14512.38,14.38,197,762,4071,11.78,88904,493,27.65,17.51,1515.75,2189.59,124863,69.23,4193,1.63,141.46,1354.79,18833,10.44,167,137174070.6,8.79,760.5,15788.91,8688,4.82,61,1460,33548598.33,2.15,186,23184.93,1447,0.8,9,12311690.14,0.79,68.26,43504.21,283,0.16,104583088.3,6.7,579.82,5442.22,19217,10.65,181,109003059.1,6.98,604.32,14716.22,7407,4.11,43,3752,128686342.1,8.24,713.45,782.27,164503,91.2,10068,124683014.4,7.99,691.25,1000.92,124568,69.06,5380,34613291.99,2.22,191.9,246.28,140543,77.92,6678,23831760.72,1.53,132.12,199.16,119663,66.34,2982,34740456.08,2.23,192.6,671.9,51705,28.67,1959,17540032.74,1.12,97.24,22808.89,769,0.43,574,3858458.05,0.25,21.39,463.53,8324,4.61,189,10211464.41,0.65,56.61,771.7,13233,7.34,139,96757083.26,6.2,536.43,922.89,104841,58.12,14313104.49
2016,,UT (Utah),49,287140,176252,110888,38.62,75,54.74,45.26,92.16,0.42,3.78,3.65,5.26,1486788283,8435.58,24.21,2042.02,14155.73,14.43,197,798,3976,11.81,86505,491,27.86,16.6,1400.22,2023.84,121941,69.19,4122,1.54,130.05,1232.57,18597,10.55,165,135742653.9,9.13,770.16,15279.45,8884,5.04,63,1531,30261830.71,2.04,171.7,22651.07,1336,0.76,8,14268414.3,0.96,80.95,38355.95,372,0.21,103411435.5,6.96,586.72,5535.35,18682,10.6,182,100484999.8,6.76,570.12,14020.51,7167,4.07,43,3577,123741759.3,8.32,702.07,770.56,160587,91.11,9904,120262679,8.09,682.33,994.37,120943,68.62,5206,33009958.7,2.22,187.29,240.03,137521,78.03,6823,23367675.42,1.57,132.58,200.45,116573,66.14,3142,40724204.09,2.74,231.06,789.92,51555,29.25,2023,16724660.13,1.12,94.89,23164.35,722,0.41,563,3564767.76,0.24,20.23,462.54,7707,4.37,184,9765641.67,0.66,55.41,749.72,13026,7.39,138,88093632.48,5.93,499.82,876.27,100533,57.04,13741265.9
